_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad
85.643375,-10.0310833,16,05 42 34.41,-10 01 51.9,,,,,10.15,0.03,9.65,0.01,9.45,0.01,8.26,0.01,6.54,0.02,3.93,0.01,,0.89,D,2M,Simbad
85.615625,-10.0308611,17,05 42 27.75,-10 01 51.1,10.24,0.02,9.34,0.03,8.47,0.03,7.14,0.01,6.78,0.01,6.3,0.01,5.3,0.01,1.94,0.01,0.0,-0.72,D,2M,Simbad
85.6075417,-10.0299722,18,05 42 25.81,-10 01 47.9,13.29,0.03,12.49,0.03,12.1,0.02,11.8,0.01,11.7,0.01,11.58,0.01,11.38,0.02,7.17,0.03,0.06,-2.35,D,2M,Simbad
85.663625,-10.0298333,19,05 42 39.27,-10 01 47.4,,,,,,,14.0,0.01,13.26,0.01,12.72,0.05,12.54,0.04,7.24,0.03,,-1.17,FP,2M,Simbad
85.6453333,-10.0295278,20,05 42 34.88,-10 01 46.3,10.18,0.03,9.18,0.03,8.59,0.02,7.42,0.01,6.86,0.01,6.28,0.01,5.67,0.01,2.89,0.01,0.18,-0.81,D,2M,Simbad
85.618875,-10.0285556,21,05 42 28.53,-10 01 42.8,16.24,0.09,15.18,0.07,14.42,0.09,13.75,0.02,13.5,0.04,,,,,,,0.14,,D,2M,Simbad
85.6313333,-10.0268056,22,05 42 31.52,-10 01 36.5,,,14.92,0.07,12.78,0.03,10.77,0.01,10.01,0.01,9.52,0.01,9.07,0.01,5.87,0.02,2.4,-0.92,D,2M,Simbad
85.6380833,-10.0220833,23,05 42 33.14,-10 01 19.5,15.49,0.06,12.61,0.03,10.49,0.02,7.93,0.01,7.07,0.01,6.25,0.01,5.26,0.01,1.87,0.02,1.45,0.22,P,2M,Simbad
85.6412083,-10.0204167,24,05 42 33.89,-10 01 13.5,,,,,13.74,0.12,9.8,0.01,8.02,0.01,6.55,0.01,5.31,0.01,1.24,0.01,,2.29,P,2M,Simbad
85.5003333,-10.0197778,25,05 42 00.08,-10 01 11.2,12.07,0.02,10.74,0.02,9.83,0.02,9.35,0.01,8.93,0.01,8.48,0.01,7.7,0.01,3.77,0.01,0.37,-0.93,D,2M,Simbad
85.659,-10.0186944,26,05 42 38.16,-10 01 07.3,13.72,0.03,11.31,0.03,10.02,0.03,9.28,0.01,9.0,0.01,8.69,0.01,8.46,0.01,5.34,0.01,1.45,-1.87,D,2M,Simbad
85.673125,-10.0183056,27,05 42 41.55,-10 01 05.9,14.49,0.03,13.31,0.03,12.55,0.03,11.31,0.01,10.94,0.01,10.55,0.01,10.33,0.01,8.19,0.06,0.29,-1.69,D,2M,Simbad
85.7710833,-10.0173611,28,05 43 05.06,-10 01 02.5,13.41,0.02,12.21,0.02,11.61,0.02,11.11,0.01,10.9,0.01,10.71,0.01,10.59,0.01,6.15,0.02,0.42,-2.23,D,2M,Simbad
85.65225,-10.0173056,29,05 42 36.54,-10 01 02.3,13.4,0.03,11.99,0.03,11.36,0.02,10.9,0.01,10.65,0.01,10.33,0.01,9.5,0.01,4.46,0.01,0.66,-1.24,D,2M,Simbad
85.5637917,-10.0163333,30,05 42 15.31,-10 00 58.8,14.57,0.03,13.29,0.04,12.59,0.03,11.91,0.01,11.52,0.01,11.03,0.01,10.17,0.01,7.75,0.05,0.46,-0.83,D,2M,Simbad
85.599,-10.0159167,31,05 42 23.76,-10 00 57.3,,,,,14.74,0.11,12.4,0.01,11.18,0.01,10.19,0.01,9.39,0.01,4.65,0.01,,0.6,P,2M,Simbad
85.640875,-10.0146944,32,05 42 33.81,-10 00 52.9,15.22,0.05,13.52,0.04,12.38,0.03,10.55,0.01,9.58,0.01,8.53,0.01,6.98,0.01,2.39,0.01,0.67,1.26,P,2M,Simbad
85.5665,-10.0113333,33,05 42 15.96,-10 00 40.8,14.52,0.04,12.84,0.02,12.03,0.03,11.04,0.01,10.56,0.01,9.99,0.01,9.28,0.01,6.35,0.02,0.87,-0.8,D,2M,Simbad
85.6267917,-10.0105833,34,05 42 30.43,-10 00 38.1,15.85,0.07,14.39,0.04,13.5,0.04,12.73,0.01,12.45,0.01,12.17,0.02,11.82,0.01,9.09,0.12,0.54,-1.78,D,2M,Simbad
85.6013333,-10.0103056,35,05 42 24.32,-10 00 37.1,13.67,0.03,12.55,0.03,11.8,0.02,10.68,0.01,10.15,0.01,9.79,0.01,9.18,0.01,6.8,0.03,0.22,-1.14,D,2M,Simbad
85.662875,-10.0093056,36,05 42 39.09,-10 00 33.5,16.28,0.1,14.46,0.06,13.46,0.03,12.27,0.01,11.84,0.01,11.44,0.01,10.95,0.01,8.29,0.05,0.93,-1.32,D,2M,Simbad
85.5859583,-10.0056389,37,05 42 20.63,-10 00 20.3,,,,,,,13.95,0.01,13.11,0.01,12.22,0.04,11.17,0.03,6.65,0.03,,0.36,P,2M,Simbad
85.7704583,-10.0055278,38,05 43 04.91,-10 00 19.9,13.44,0.03,12.12,0.04,11.47,0.03,10.65,0.01,10.32,0.01,9.98,0.01,9.27,0.01,6.38,0.01,0.53,-1.25,D,2M,Simbad
85.634625,-10.0048056,39,05 42 32.31,-10 00 17.3,15.37,0.04,14.62,0.05,14.07,0.07,13.46,0.01,13.12,0.01,12.58,0.03,11.79,0.02,,,0.0,-0.89,D,2M,Simbad
85.5795,-10.0021944,40,05 42 19.08,-10 00 07.9,15.23,0.06,11.95,0.03,9.76,0.02,7.51,0.01,6.41,0.01,5.53,0.01,4.63,0.01,0.98,0.01,1.91,0.44,P,2M,Simbad
85.6430833,-9.9967778,41,05 42 34.34,-09 59 48.4,16.67,0.13,15.28,0.08,14.48,0.09,13.28,0.01,12.74,0.01,12.35,0.02,11.82,0.02,8.46,0.08,0.53,-1.19,D,2M,Simbad
85.5742917,-9.9966389,42,05 42 17.83,-09 59 47.9,,,,,13.93,0.07,10.75,0.01,9.52,0.01,8.69,0.01,7.97,0.01,3.51,0.01,,0.3,P,2M,Simbad
85.5702917,-9.995,43,05 42 16.87,-09 59 42.0,,,,,,,12.9,0.02,12.3,0.02,12.08,0.1,11.77,0.1,5.89,0.04,,-1.6,D,2M,Simbad
85.5727083,-9.9948056,44,05 42 17.45,-09 59 41.3,15.94,0.09,13.38,0.04,11.76,0.03,9.59,0.01,8.62,0.01,7.83,0.01,7.09,0.01,3.29,0.01,1.42,0.01,P,2M,Simbad
85.65425,-9.99375,45,05 42 37.02,-09 59 37.5,12.56,0.02,11.54,0.02,10.83,0.02,9.59,0.01,9.1,0.01,8.68,0.01,8.03,0.01,5.32,0.01,0.11,-1.06,D,2M,Simbad
85.6520417,-9.9868333,46,05 42 36.49,-09 59 12.6,15.32,0.05,13.64,0.04,12.68,0.03,11.87,0.01,11.34,0.01,10.76,0.02,9.89,0.02,6.49,0.02,0.76,-0.56,D,2M,Simbad
85.6493333,-9.9819444,47,05 42 35.84,-09 58 55.0,9.97,0.02,8.96,0.02,8.23,0.05,7.47,0.01,7.14,0.01,6.85,0.01,6.34,0.01,3.34,0.01,0.09,-1.55,D,2M,Simbad
85.6775833,-9.9775278,48,05 42 42.62,-09 58 39.1,14.67,0.04,13.88,0.03,13.48,0.04,13.16,0.01,13.0,0.01,12.75,0.03,12.2,0.03,9.41,0.16,0.04,-1.72,D,2M,Simbad
85.5433333,-9.9771944,49,05 42 10.40,-09 58 37.9,13.0,0.02,11.71,0.02,11.05,0.02,10.23,0.01,9.75,0.01,9.16,0.01,8.27,0.01,4.87,0.01,0.5,-0.57,D,2M,Simbad
85.7398333,-9.9733333,50,05 42 57.56,-09 58 24.0,14.97,0.05,14.2,0.05,13.79,0.05,13.24,0.01,12.9,0.01,12.55,0.02,11.79,0.03,9.18,0.15,0.01,-1.19,D,2M,Simbad
85.631875,-9.9614167,51,05 42 31.65,-09 57 41.1,12.85,0.03,11.7,0.03,11.13,0.02,10.28,0.01,9.86,0.01,9.44,0.01,8.94,0.01,6.33,0.02,0.39,-1.29,D,2M,Simbad
85.7155833,-9.9613056,52,05 42 51.74,-09 57 40.7,13.55,0.03,12.07,0.02,11.51,0.02,10.85,0.01,10.67,0.01,10.64,0.01,10.37,0.01,5.43,0.02,0.8,-2.31,D,2M,Simbad
85.73675,-9.9601111,53,05 42 56.82,-09 57 36.4,15.31,0.05,13.8,0.03,12.99,0.03,12.23,0.01,11.94,0.01,11.61,0.01,11.21,0.01,8.51,0.07,0.67,-1.66,D,2M,Simbad
85.5119167,-9.9533611,54,05 42 02.86,-09 57 12.1,14.71,0.04,13.35,0.04,12.68,0.04,11.92,0.01,11.46,0.01,10.87,0.01,10.11,0.01,7.67,0.04,0.58,-0.73,D,2M,Simbad
85.5587917,-9.9389167,55,05 42 14.11,-09 56 20.1,11.24,0.04,10.17,0.05,9.39,0.04,8.55,0.01,8.08,0.01,,,,,3.25,0.01,0.13,,D,2M,Simbad
85.5590833,-9.9368889,56,05 42 14.18,-09 56 12.8,,,,,12.34,0.15,10.78,0.01,10.06,0.01,9.34,0.01,8.56,0.01,5.42,0.02,,-0.27,D,2M,Simbad
85.674,-9.9356389,57,05 42 41.76,-09 56 08.3,16.03,0.08,15.5,0.1,14.83,0.13,14.12,0.01,13.73,0.01,13.36,0.05,13.0,0.04,,,0.0,-1.55,D,2M,Simbad
85.7245,-9.9333611,58,05 42 53.88,-09 56 00.1,15.55,0.06,13.58,0.04,12.51,0.03,11.62,0.01,11.22,0.01,10.89,0.01,10.56,0.01,8.2,0.06,1.06,-1.62,D,2M,Simbad
85.6634167,-9.92575,59,05 42 39.22,-09 55 32.7,12.57,0.03,11.26,0.02,10.52,0.02,9.48,0.01,9.06,0.01,8.65,0.01,7.86,0.01,4.57,0.01,0.46,-0.98,D,2M,Simbad
85.7442083,-9.9216389,60,05 42 58.61,-09 55 17.9,16.58,0.13,15.01,0.07,13.72,0.05,12.54,0.01,11.57,0.01,10.86,0.01,9.88,0.01,3.87,0.01,0.38,0.16,P,2M,Simbad
85.6385417,-9.9090833,61,05 42 33.25,-09 54 32.7,12.98,0.02,11.91,0.02,11.46,0.02,10.83,0.01,10.51,0.01,10.1,0.01,9.62,0.01,7.5,0.04,0.38,-1.43,D,2M,Simbad
85.6935833,-9.9005556,62,05 42 46.46,-09 54 02.0,14.84,0.04,13.03,0.02,12.22,0.02,11.35,0.01,10.96,0.01,10.41,0.01,9.69,0.01,6.2,0.02,1.06,-0.9,D,2M,Simbad
85.4887917,-9.8996111,63,05 41 57.31,-09 53 58.6,11.89,0.02,11.02,0.02,10.6,0.02,10.19,0.01,9.94,0.01,9.58,0.01,9.18,0.01,6.9,0.02,0.15,-1.66,D,2M,Simbad
85.5917917,-9.8901389,64,05 42 22.03,-09 53 24.5,14.01,0.03,12.84,0.02,12.11,0.02,11.35,0.01,10.85,0.01,10.37,0.01,9.77,0.01,7.34,0.03,0.28,-1.02,D,2M,Simbad
85.6280417,-9.8841944,65,05 42 30.73,-09 53 03.1,13.36,0.05,11.97,0.05,11.15,0.03,9.73,0.01,9.24,0.01,8.81,0.01,8.3,0.01,6.12,0.02,0.49,-1.2,D,2M,Simbad
85.763125,-9.8700278,66,05 43 03.15,-09 52 12.1,12.85,0.03,11.84,0.03,11.38,0.03,10.63,0.01,10.22,0.01,9.65,0.01,9.03,0.01,6.92,0.02,0.29,-0.96,D,2M,Simbad
85.7668333,-9.8668889,67,05 43 04.04,-09 52 00.8,15.88,0.06,14.93,0.07,14.52,0.08,13.72,0.01,13.34,0.01,12.95,0.03,12.29,0.03,,,0.25,-1.2,D,2M,Simbad
85.7503333,-9.8526389,68,05 43 00.08,-09 51 09.5,14.35,0.03,13.13,0.03,12.46,0.03,11.44,0.01,11.05,0.01,10.62,0.01,10.04,0.01,6.26,0.02,0.41,-1.23,D,2M,Simbad
85.7345,-9.8476667,69,05 42 56.28,-09 50 51.6,16.69,0.13,13.75,0.04,11.55,0.02,8.35,0.01,7.3,0.01,6.43,0.01,5.59,0.01,2.23,0.01,1.47,0.31,P,2M,Simbad
85.7376667,-9.8474167,70,05 42 57.04,-09 50 50.7,13.52,0.03,12.06,0.03,11.16,0.02,9.99,0.01,9.6,0.01,9.19,0.01,8.38,0.02,4.41,0.01,0.54,-1.0,D,2M,Simbad
85.70375,-9.8366667,71,05 42 48.90,-09 50 12.0,10.78,0.03,9.59,0.03,8.73,0.02,7.76,0.01,7.27,0.01,6.83,0.01,6.29,0.01,4.24,0.01,0.23,-1.15,D,2M,Simbad
85.491625,-9.8308333,72,05 41 57.99,-09 49 51.0,12.33,0.02,11.49,0.02,11.23,0.02,11.08,0.01,11.03,0.01,10.89,0.01,11.0,0.01,7.42,0.04,0.2,-2.71,D,2M,Simbad
85.5891667,-9.8289167,73,05 42 21.40,-09 49 44.1,15.05,0.03,13.06,0.02,11.71,0.02,10.44,0.01,9.75,0.01,9.29,0.01,8.67,0.01,5.55,0.01,0.88,-0.84,D,2M,Simbad
85.6920417,-9.8284722,74,05 42 46.09,-09 49 42.5,16.35,0.1,14.74,0.05,13.68,0.05,12.32,0.01,11.86,0.01,11.42,0.01,10.86,0.01,7.39,0.03,0.6,-1.16,D,2M,Simbad
85.6929583,-9.8008333,75,05 42 46.31,-09 48 03.0,,,14.42,0.04,12.73,0.03,11.45,0.01,10.75,0.01,10.25,0.02,9.85,0.07,,,1.5,-1.02,D,2M,Simbad
85.7036667,-9.7951667,76,05 42 48.88,-09 47 42.6,,,,,13.82,0.09,11.74,0.01,10.73,0.01,10.16,0.09,,,5.13,0.02,,,P,2M,Simbad
85.6208333,-9.7923889,77,05 42 29.00,-09 47 32.6,,,,,,,12.74,0.01,11.22,0.01,10.25,0.01,9.33,0.01,4.21,0.01,,0.99,P,2M,Simbad
85.69875,-9.7894444,78,05 42 47.70,-09 47 22.0,10.82,0.03,9.81,0.03,9.23,0.03,8.87,0.01,8.75,0.01,8.19,0.09,,,4.38,0.02,0.2,,D,2M,Simbad
85.7361667,-9.7829444,79,05 42 56.68,-09 46 58.6,15.81,0.07,13.84,0.04,12.9,0.03,12.07,0.01,11.58,0.01,11.05,0.01,10.41,0.01,7.58,0.04,1.16,-0.92,D,2M,Simbad
85.4099167,-9.7779167,80,05 41 38.38,-09 46 40.5,15.03,0.05,13.47,0.03,12.33,0.03,11.09,0.01,10.44,0.01,9.87,0.01,9.35,0.01,7.03,0.03,0.5,-0.84,D,2M,Simbad
85.624375,-9.7775556,81,05 42 29.85,-09 46 39.2,14.27,0.03,12.81,0.02,12.12,0.02,11.36,0.01,10.96,0.01,10.41,0.01,9.43,0.01,5.58,0.01,0.7,-0.6,D,2M,Simbad
85.7327917,-9.77675,82,05 42 55.87,-09 46 36.3,,,15.59,0.11,14.59,0.09,13.66,0.01,13.28,0.01,12.88,0.02,12.27,0.04,,,0.9,-1.24,D,2M,Simbad
85.696,-9.7744167,83,05 42 47.04,-09 46 27.9,16.2,0.09,14.89,0.06,14.14,0.07,13.37,0.01,13.14,0.01,12.96,0.07,,,,,0.44,,D,2M,Simbad
85.81275,-9.7729444,84,05 43 15.06,-09 46 22.6,12.92,0.03,11.97,0.03,11.46,0.03,10.67,0.01,,,10.16,0.01,,,6.5,0.02,0.16,,D,2M,Simbad
85.7005833,-9.77125,85,05 42 48.14,-09 46 16.5,14.99,0.03,13.43,0.02,12.57,0.03,11.87,0.01,11.59,0.01,11.33,0.01,10.96,0.03,5.91,0.02,0.69,-1.79,D,2M,Simbad
85.7049583,-9.7669722,86,05 42 49.19,-09 46 01.1,16.42,0.1,14.65,0.06,13.54,0.04,12.54,0.01,12.04,0.01,11.49,0.01,10.91,0.01,7.74,0.05,0.79,-0.95,D,2M,Simbad
85.7149583,-9.76425,87,05 42 51.59,-09 45 51.3,14.94,0.04,13.53,0.03,12.84,0.03,11.94,0.01,11.36,0.01,10.65,0.01,9.75,0.01,7.11,0.03,0.63,-0.3,D,2M,Simbad
85.7184167,-9.7610278,88,05 42 52.42,-09 45 39.7,13.13,0.03,11.61,0.03,10.93,0.02,10.27,0.01,9.91,0.01,9.45,0.01,8.93,0.01,6.42,0.02,0.78,-1.27,D,2M,Simbad
85.7046667,-9.7595556,89,05 42 49.12,-09 45 34.4,,,14.26,0.06,12.17,0.03,10.33,0.01,9.54,0.01,8.83,0.01,8.16,0.01,4.47,0.01,2.17,-0.34,P,2M,Simbad
85.709,-9.7551389,90,05 42 50.16,-09 45 18.5,14.81,0.04,13.36,0.03,12.58,0.02,11.86,0.01,11.62,0.01,11.45,0.05,,,,,0.62,,D,2M,Simbad
85.70575,-9.7541944,91,05 42 49.38,-09 45 15.1,15.27,0.05,11.88,0.03,9.54,0.02,7.36,0.01,6.52,0.01,5.77,0.01,5.1,0.01,1.88,0.01,1.94,-0.24,D,2M,Simbad
85.69,-9.7523611,92,05 42 45.60,-09 45 08.5,13.05,0.02,11.41,0.02,10.54,0.02,9.53,0.01,9.03,0.01,8.51,0.01,7.81,0.01,4.86,0.02,0.78,-0.86,D,2M,Simbad
85.6364167,-9.7518333,93,05 42 32.74,-09 45 06.6,13.82,0.03,12.31,0.02,11.46,0.02,10.65,0.01,10.33,0.01,10.03,0.01,9.47,0.01,6.23,0.02,0.64,-1.49,D,2M,Simbad
85.2426667,-9.7518056,94,05 40 58.24,-09 45 06.5,12.7,0.02,11.49,0.02,10.47,0.02,9.4,0.01,8.85,0.01,8.32,0.01,7.53,0.01,4.94,0.01,0.13,-0.69,D,2M,Simbad
85.6775833,-9.7509167,95,05 42 42.62,-09 45 03.3,12.99,0.02,11.2,0.02,10.01,0.02,8.85,0.01,8.35,0.01,7.95,0.01,7.47,0.01,4.39,0.01,0.73,-1.26,D,2M,Simbad
85.699375,-9.7474722,96,05 42 47.85,-09 44 50.9,14.65,0.04,12.68,0.03,11.63,0.02,10.8,0.01,10.35,0.01,9.91,0.01,9.2,0.01,5.36,0.02,1.09,-1.01,D,2M,Simbad
85.6840417,-9.7469167,97,05 42 44.17,-09 44 48.9,14.0,0.03,12.69,0.02,12.07,0.02,11.14,0.01,10.69,0.01,10.24,0.01,9.55,0.01,6.47,0.02,0.55,-1.01,D,2M,Simbad
85.7060833,-9.7443611,98,05 42 49.46,-09 44 39.7,14.51,0.04,12.97,0.03,12.15,0.03,11.25,0.01,10.69,0.01,9.98,0.01,8.9,0.01,5.35,0.01,0.7,-0.12,D,2M,Simbad
85.593,-9.73925,99,05 42 22.32,-09 44 21.3,16.08,0.08,14.85,0.07,14.26,0.08,13.52,0.01,13.24,0.01,13.03,0.03,12.66,0.04,,,0.48,-1.86,D,2M,Simbad
85.3187917,-9.7373333,100,05 41 16.51,-09 44 14.4,12.85,0.02,12.08,0.03,11.76,0.03,11.2,0.01,10.83,0.01,10.39,0.01,9.79,0.01,7.9,0.05,0.09,-1.2,D,2M,Simbad
85.3031667,-9.661,101,05 41 12.76,-09 39 39.6,14.08,0.05,13.43,0.05,13.04,0.06,12.57,0.01,12.34,0.01,12.11,0.02,11.76,0.02,,,0.0,-1.9,D,2M,Simbad
85.7061667,-9.6449722,102,05 42 49.48,-09 38 41.9,14.52,0.04,13.4,0.04,12.93,0.03,12.49,0.01,12.28,0.01,12.16,0.01,12.01,0.03,6.58,0.02,0.41,-2.3,D,2M,Simbad
85.4578333,-9.6310833,103,05 41 49.88,-09 37 51.9,,,,,,,13.82,0.01,12.88,0.01,11.92,0.01,11.0,0.01,7.37,0.03,,0.41,FP,2M,Simbad
85.1793333,-9.6185278,104,05 40 43.04,-09 37 06.7,14.42,0.04,13.73,0.03,13.34,0.05,12.85,0.01,12.54,0.01,12.11,0.01,11.56,0.02,8.81,0.09,0.0,-1.33,D,2M,Simbad
85.2635417,-9.6143611,105,05 41 03.25,-09 36 51.7,10.69,0.03,9.72,0.03,9.1,0.02,8.19,0.01,7.81,0.01,7.46,0.01,6.73,0.01,3.84,0.02,0.13,-1.18,D,2M,Simbad
85.1727083,-9.6071667,106,05 40 41.45,-09 36 25.8,12.49,0.02,11.67,0.02,11.45,0.02,11.07,0.01,10.89,0.01,10.52,0.01,9.97,0.01,6.82,0.02,0.2,-1.55,D,2M,Simbad
85.1265,-9.5980833,107,05 40 30.36,-09 35 53.1,13.14,0.02,12.29,0.02,11.9,0.02,11.64,0.01,11.48,0.01,11.28,0.01,11.04,0.01,8.19,0.06,0.13,-2.13,D,2M,Simbad
85.3900417,-9.5790556,108,05 41 33.61,-09 34 44.6,14.96,0.04,14.21,0.04,13.68,0.05,12.9,0.01,12.5,0.01,12.07,0.02,11.51,0.02,8.33,0.08,0.0,-1.23,D,2M,Simbad
85.2189583,-9.5774722,109,05 40 52.55,-09 34 38.9,13.33,0.03,12.51,0.03,12.17,0.03,11.72,0.01,11.49,0.01,11.1,0.01,10.48,0.01,8.17,0.06,0.12,-1.39,D,2M,Simbad
85.40125,-9.5664167,110,05 41 36.30,-09 33 59.1,15.16,0.04,14.43,0.05,14.21,0.07,13.72,0.01,13.54,0.01,13.2,0.03,12.52,0.05,,,0.11,-1.43,D,2M,Simbad
85.514,-9.5486389,111,05 42 03.36,-09 32 55.1,15.87,0.07,15.07,0.07,14.58,0.1,13.58,0.01,13.06,0.01,12.74,0.03,12.29,0.03,,,0.01,-1.39,D,2M,Simbad
85.266375,-9.5392222,112,05 41 03.93,-09 32 21.2,13.96,0.03,13.1,0.03,12.69,0.03,12.28,0.01,11.96,0.01,11.67,0.01,11.06,0.02,7.84,0.04,0.13,-1.45,D,2M,Simbad
85.288125,-9.53725,113,05 41 09.15,-09 32 14.1,14.13,0.03,13.2,0.03,12.69,0.03,11.83,0.01,11.45,0.01,11.07,0.01,10.62,0.01,8.0,0.05,0.14,-1.43,D,2M,Simbad
85.2200417,-9.5362222,114,05 40 52.81,-09 32 10.4,14.87,0.04,14.14,0.04,13.76,0.06,13.3,0.01,12.98,0.01,12.64,0.03,11.96,0.03,9.48,0.17,0.0,-1.3,D,2M,Simbad
85.3654167,-9.5280833,115,05 41 27.70,-09 31 41.1,12.15,0.02,11.03,0.02,10.27,0.02,9.35,0.01,8.95,0.01,8.82,0.01,8.37,0.01,5.06,0.01,0.2,-1.77,D,2M,Simbad
85.4122083,-9.5236667,116,05 41 38.93,-09 31 25.2,,,,,,,14.41,0.01,13.61,0.01,12.71,0.03,11.5,0.04,7.77,0.04,,0.52,FP,2M,Simbad
85.4029583,-9.5128056,117,05 41 36.71,-09 30 46.1,14.28,0.03,12.97,0.02,12.01,0.02,10.67,0.01,10.15,0.01,9.78,0.01,9.32,0.01,6.66,0.02,0.29,-1.31,D,2M,Simbad
85.317375,-9.5046944,118,05 41 16.17,-09 30 16.9,12.65,0.03,11.78,0.02,11.5,0.03,11.35,0.01,11.23,0.01,11.02,0.01,10.11,0.01,5.8,0.01,0.24,-1.42,D,2M,Simbad
85.291875,-9.4946111,119,05 41 10.05,-09 29 40.6,14.38,0.03,13.47,0.04,12.98,0.04,12.28,0.01,11.93,0.01,11.43,0.01,10.9,0.02,8.75,0.09,0.14,-1.21,D,2M,Simbad
85.311375,-9.4821667,120,05 41 14.73,-09 28 55.8,12.82,0.02,11.92,0.03,11.44,0.03,11.04,0.01,10.73,0.01,10.48,0.01,9.92,0.01,6.65,0.02,0.14,-1.56,D,2M,Simbad
85.2167083,-9.46925,121,05 40 52.01,-09 28 09.3,15.02,0.05,14.25,0.05,13.71,0.06,12.21,0.01,11.64,0.01,11.16,0.01,10.33,0.02,7.55,0.04,0.0,-0.69,D,2M,Simbad
85.1225833,-9.4687778,122,05 40 29.42,-09 28 07.6,16.61,0.17,,,,,,,,,,,12.14,0.07,6.87,0.03,,,P,2M,Simbad
85.2184167,-9.4573889,123,05 40 52.42,-09 27 26.6,13.69,0.03,12.69,0.03,12.14,0.03,11.65,0.01,11.33,0.01,10.96,0.01,10.16,0.01,6.64,0.02,0.22,-1.12,D,2M,Simbad
85.4076667,-9.4384444,124,05 41 37.84,-09 26 18.4,13.55,0.02,12.56,0.02,12.2,0.03,11.65,0.01,11.37,0.01,10.9,0.01,10.27,0.01,7.36,0.04,0.35,-1.22,D,2M,Simbad
85.503625,-9.4208889,125,05 42 00.87,-09 25 15.2,17.0,0.17,15.55,0.13,14.17,0.07,12.37,0.01,11.55,0.01,10.73,0.01,9.92,0.01,6.11,0.02,0.16,-0.01,P,2M,Simbad
85.2581667,-9.3983056,126,05 41 01.96,-09 23 53.9,14.25,0.03,13.18,0.03,12.79,0.03,12.28,0.01,12.06,0.01,11.74,0.02,11.42,0.05,8.92,0.12,0.41,-1.82,D,2M,Simbad
85.2021667,-9.3963056,127,05 40 48.52,-09 23 46.7,11.62,0.02,10.5,0.02,10.07,0.02,9.41,0.01,9.1,0.01,8.72,0.01,8.05,0.01,5.36,0.01,0.45,-1.26,D,2M,Simbad
85.3675417,-9.3945833,128,05 41 28.21,-09 23 40.5,13.45,0.03,12.55,0.03,12.23,0.02,11.95,0.01,11.85,0.01,11.69,0.01,11.38,0.03,7.33,0.03,0.25,-2.18,D,2M,Simbad
85.2672083,-9.3887222,129,05 41 04.13,-09 23 19.4,13.2,0.04,12.78,0.04,12.37,0.04,10.17,0.01,9.68,0.01,6.51,0.01,4.67,0.01,1.0,0.01,0.0,4.03,D,2M,Simbad
85.1488333,-9.3788889,130,05 40 35.72,-09 22 44.0,14.7,0.04,12.4,0.03,10.67,0.02,8.87,0.01,8.09,0.01,7.43,0.01,6.7,0.01,3.58,0.01,1.0,-0.36,D,2M,Simbad
85.24475,-9.3770556,131,05 40 58.74,-09 22 37.4,13.01,0.16,11.77,0.06,11.3,0.05,10.51,0.01,10.2,0.01,9.88,0.01,9.46,0.01,6.65,0.02,0.58,-1.63,D,2M,Simbad
85.7796667,-9.3735278,132,05 43 07.12,-09 22 24.7,16.42,0.1,14.99,0.07,13.85,0.05,12.73,0.01,12.38,0.01,12.01,0.01,11.37,0.01,6.76,0.02,0.33,-1.28,D,2M,Simbad
85.666,-9.3627222,133,05 42 39.84,-09 21 45.8,12.74,0.03,11.75,0.02,11.3,0.02,10.29,0.01,9.86,0.01,9.41,0.01,8.76,0.01,5.99,0.01,0.27,-1.07,D,2M,Simbad
85.295625,-9.3531667,134,05 41 10.95,-09 21 11.4,14.43,0.04,13.56,0.04,13.09,0.04,12.45,0.01,12.15,0.01,11.74,0.02,11.17,0.03,8.64,0.08,0.1,-1.34,D,2M,Simbad
85.687875,-9.345,135,05 42 45.09,-09 20 42.0,13.79,0.03,12.64,0.02,12.16,0.02,11.52,0.01,11.17,0.01,10.66,0.01,10.05,0.01,6.66,0.02,0.46,-1.11,D,2M,Simbad
85.2394583,-9.3420278,136,05 40 57.47,-09 20 31.3,14.89,0.04,13.77,0.04,12.97,0.04,12.05,0.01,11.58,0.01,11.15,0.01,10.53,0.02,8.0,0.05,0.18,-1.1,D,2M,Simbad
85.1557083,-9.3418611,137,05 40 37.37,-09 20 30.7,12.47,0.03,10.98,0.03,10.04,0.02,8.62,0.01,7.98,0.01,7.54,0.01,6.84,0.01,4.31,0.01,0.53,-0.84,D,2M,Simbad
85.2060833,-9.3406667,138,05 40 49.46,-09 20 26.4,,,,,,,13.63,0.01,12.81,0.01,12.13,0.04,11.67,0.07,7.59,0.04,,-0.59,FP,2M,Simbad
85.129,-9.3376389,139,05 40 30.96,-09 20 15.5,14.4,0.04,13.44,0.03,12.99,0.04,12.12,0.01,11.82,0.01,11.42,0.01,10.95,0.03,8.23,0.07,0.23,-1.47,D,2M,Simbad
85.191375,-9.336,140,05 40 45.93,-09 20 09.6,15.05,0.04,13.84,0.04,13.21,0.04,12.52,0.01,12.16,0.01,11.75,0.03,11.3,0.05,8.45,0.08,0.42,-1.42,D,2M,Simbad
