angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
0.586439,85.2189583,-9.5774722,109,05 40 52.55,-09 34 38.9,13.33,0.03,12.51,0.03,12.17,0.03,11.72,0.01,11.49,0.01,11.1,0.01,10.48,0.01,8.17,0.06,0.12,-1.39,D,2M,Simbad,3012121901114532224,85.21909612151,-9.57756201840,543.49005100,494.56466700,598.53027300,501.93045000,456.08578500,545.40380900,10033
0.671631,85.2189583,-9.5774722,109,05 40 52.55,-09 34 38.9,13.33,0.03,12.51,0.03,12.17,0.03,11.72,0.01,11.49,0.01,11.1,0.01,10.48,0.01,8.17,0.06,0.12,-1.39,D,2M,Simbad,3012121901112960512,85.21882375920,-9.57760337200,504.69519000,467.50546300,557.56695600,494.43988000,458.46240200,528.73980700,10033
0.295860,85.40125,-9.5664167,110,05 41 36.30,-09 33 59.1,15.16,0.04,14.43,0.05,14.21,0.07,13.72,0.01,13.54,0.01,13.2,0.03,12.52,0.05,,,0.11,-1.43,D,2M,Simbad,3012125573310406656,85.40130342328,-9.56647977830,401.56994600,364.69805900,436.86673000,403.46493500,371.70449800,439.94360400,10033
0.287824,85.514,-9.5486389,111,05 42 03.36,-09 32 55.1,15.87,0.07,15.07,0.07,14.58,0.1,13.58,0.01,13.06,0.01,12.74,0.03,12.29,0.03,,,0.01,-1.39,D,2M,Simbad,3012114165877512448,85.51403730516,-9.54870988451,520.24523900,320.31372100,951.39215100,873.93414300,630.05310100,1438.55676000,10033
0.415678,85.266375,-9.5392222,112,05 41 03.93,-09 32 21.2,13.96,0.03,13.1,0.03,12.69,0.03,12.28,0.01,11.96,0.01,11.67,0.01,11.06,0.02,7.84,0.04,0.13,-1.45,D,2M,Simbad,3012123550381608704,85.26642950253,-9.53932439346,405.03408800,386.02825900,423.72152700,403.24295000,385.71823100,423.94220000,10033
0.394162,85.288125,-9.53725,113,05 41 09.15,-09 32 14.1,14.13,0.03,13.2,0.03,12.69,0.03,11.83,0.01,11.45,0.01,11.07,0.01,10.62,0.01,8.0,0.05,0.14,-1.43,D,2M,Simbad,3012123722180298752,85.28811092530,-9.53735860610,431.54943800,405.51767000,455.26834100,430.80358900,408.19024700,457.57620200,10031
0.383740,85.2200417,-9.5362222,114,05 40 52.81,-09 32 10.4,14.87,0.04,14.14,0.04,13.76,0.06,13.3,0.01,12.98,0.01,12.64,0.03,11.96,0.03,9.48,0.17,0.0,-1.3,D,2M,Simbad,3012124233280295168,85.22001927206,-9.53632647444,392.34085100,359.39065600,427.50543200,379.54486100,350.16845700,408.78476000,10033
0.438829,85.3654167,-9.5280833,115,05 41 27.70,-09 31 41.1,12.15,0.02,11.03,0.02,10.27,0.02,9.35,0.01,8.95,0.01,8.82,0.01,8.37,0.01,5.06,0.01,0.2,-1.77,D,2M,Simbad,3012126677117886848,85.36548421896,-9.52818540271,443.30792200,437.46771200,451.91305500,442.43341100,436.61990400,449.01583900,10033
0.271356,85.4029583,-9.5128056,117,05 41 36.71,-09 30 46.1,14.28,0.03,12.97,0.02,12.01,0.02,10.67,0.01,10.15,0.01,9.78,0.01,9.32,0.01,6.66,0.02,0.29,-1.31,D,2M,Simbad,3012126638462306304,85.40296808992,-9.51288035568,423.56945800,394.91546600,448.72491500,427.31341600,401.05526700,457.55712900,10033
0.305904,85.317375,-9.5046944,118,05 41 16.17,-09 30 16.9,12.65,0.03,11.78,0.02,11.5,0.03,11.35,0.01,11.23,0.01,11.02,0.01,10.11,0.01,5.8,0.01,0.24,-1.42,D,2M,Simbad,3012123893978987648,85.31743367153,-9.50475662531,436.45950300,427.75445600,445.52618400,433.85345500,426.06243900,441.34573400,10033
0.243522,85.291875,-9.4946111,119,05 41 10.05,-09 29 40.6,14.38,0.03,13.47,0.04,12.98,0.04,12.28,0.01,11.93,0.01,11.43,0.01,10.9,0.02,8.75,0.09,0.14,-1.21,D,2M,Simbad,3012124130201412224,85.29187989235,-9.49467857254,496.92349200,450.54275500,547.58789100,470.65371700,433.78753700,519.25634800,10031
0.284241,85.2167083,-9.46925,121,05 40 52.01,-09 28 09.3,15.02,0.05,14.25,0.05,13.71,0.06,12.21,0.01,11.64,0.01,11.16,0.01,10.33,0.02,7.55,0.04,0.0,-0.69,D,2M,Simbad,3012172027676926592,85.21678300059,-9.46927837038,458.65966800,408.99768100,559.45922900,448.38781700,395.58752400,502.78436300,10033
0.311341,85.1225833,-9.4687778,122,05 40 29.42,-09 28 07.6,16.61,0.17,,,,,,,,,,,12.14,0.07,6.87,0.03,,,P,2M,Simbad,3012172577432216704,85.12265635395,-9.46872997761,572.03442400,440.23333700,848.84588600,1690.46375000,1023.97205000,2033.44897000,10033
0.334239,85.2184167,-9.4573889,123,05 40 52.42,-09 27 26.6,13.69,0.03,12.69,0.03,12.14,0.03,11.65,0.01,11.33,0.01,10.96,0.01,10.16,0.01,6.64,0.02,0.22,-1.12,D,2M,Simbad,3012172066332181760,85.21850657368,-9.45741648311,439.82501200,415.97482300,467.36599700,441.61248800,416.94128400,463.24655200,10033
0.274689,85.4076667,-9.4384444,124,05 41 37.84,-09 26 18.4,13.55,0.02,12.56,0.02,12.2,0.03,11.65,0.01,11.37,0.01,10.9,0.01,10.27,0.01,7.36,0.04,0.35,-1.22,D,2M,Simbad,3012130486753022592,85.40772597302,-9.43849342305,406.08575400,387.28179900,423.81820700,412.44674700,396.09121700,434.28555300,10033
0.207808,85.2581667,-9.3983056,126,05 41 01.96,-09 23 53.9,14.25,0.03,13.18,0.03,12.79,0.03,12.28,0.01,12.06,0.01,11.74,0.02,11.42,0.05,8.92,0.12,0.41,-1.82,D,2M,Simbad,3012178491603251840,85.25822519850,-9.39830673271,422.95336900,383.44174200,468.26803600,404.27349900,374.59719800,432.68573000,10033
0.128498,85.2021667,-9.3963056,127,05 40 48.52,-09 23 46.7,11.62,0.02,10.5,0.02,10.07,0.02,9.41,0.01,9.1,0.01,8.72,0.01,8.05,0.01,5.36,0.01,0.45,-1.26,D,2M,Simbad,3012179178798021248,85.20216844845,-9.39634125227,411.85305800,399.14187600,423.03006000,408.15374800,396.51373300,420.76226800,10033
0.094360,85.3675417,-9.3945833,128,05 41 28.21,-09 23 40.5,13.45,0.03,12.55,0.03,12.23,0.02,11.95,0.01,11.85,0.01,11.69,0.01,11.38,0.03,7.33,0.03,0.25,-2.18,D,2M,Simbad,3012131590560373376,85.36751563635,-9.39457822010,428.95520000,417.32211300,445.66357400,423.71472200,412.13537600,434.49401900,10033
0.371056,85.1488333,-9.3788889,130,05 40 35.72,-09 22 44.0,14.7,0.04,12.4,0.03,10.67,0.02,8.87,0.01,8.09,0.01,7.43,0.01,6.7,0.01,3.58,0.01,1.0,-0.36,D,2M,Simbad,3012176563162394368,85.14889789153,-9.37896990852,1018.03149000,580.23461900,2482.82495000,1502.03613000,1143.20190000,1901.19458000,10033
0.433068,85.24475,-9.3770556,131,05 40 58.74,-09 22 37.4,13.01,0.16,11.77,0.06,11.3,0.05,10.51,0.01,10.2,0.01,9.88,0.01,9.46,0.01,6.65,0.02,0.58,-1.63,D,2M,Simbad,3012178590387017216,85.24475979302,-9.37717550810,427.91128500,410.01236000,447.15799000,429.96652200,410.38122600,452.59198000,10033
0.133539,85.7796667,-9.3735278,132,05 43 07.12,-09 22 24.7,16.42,0.1,14.99,0.07,13.85,0.05,12.73,0.01,12.38,0.01,12.01,0.01,11.37,0.01,6.76,0.02,0.33,-1.28,D,2M,Simbad,3012211575735271808,85.77964411435,-9.37355745467,380.06652800,331.62466400,442.15670800,544.48028600,348.47851600,611.95922900,10133
0.408582,85.666,-9.3627222,133,05 42 39.84,-09 21 45.8,12.74,0.03,11.75,0.02,11.3,0.02,10.29,0.01,9.86,0.01,9.41,0.01,8.76,0.01,5.99,0.01,0.27,-1.07,D,2M,Simbad,3012222815665441024,85.66595546363,-9.36282684279,428.12417600,420.45706200,436.03158600,425.70605500,418.50662200,432.80444300,10033
0.230130,85.295625,-9.3531667,134,05 41 10.95,-09 21 11.4,14.43,0.04,13.56,0.04,13.09,0.04,12.45,0.01,12.15,0.01,11.74,0.02,11.17,0.03,8.64,0.08,0.1,-1.34,D,2M,Simbad,3012179037063378176,85.29562875728,-9.35323051734,606.14715600,485.19326800,767.21630900,461.15777600,403.03698700,559.30920400,10033
0.298733,85.687875,-9.345,135,05 42 45.09,-09 20 42.0,13.79,0.03,12.64,0.02,12.16,0.02,11.52,0.01,11.17,0.01,10.66,0.01,10.05,0.01,6.66,0.02,0.46,-1.11,D,2M,Simbad,3012224323198211968,85.68787245699,-9.34508294339,482.19192500,457.50207500,506.50427200,490.77844200,464.61261000,529.90020800,10031
0.302553,85.2394583,-9.3420278,136,05 40 57.47,-09 20 31.3,14.89,0.04,13.77,0.04,12.97,0.04,12.05,0.01,11.58,0.01,11.15,0.01,10.53,0.02,8.0,0.05,0.18,-1.1,D,2M,Simbad,3012179792977625472,85.23946985078,-9.34211106612,478.24258400,423.99066200,565.73132300,478.23519900,436.13635300,532.45520000,10033
0.288838,85.1557083,-9.3418611,137,05 40 37.37,-09 20 30.7,12.47,0.03,10.98,0.03,10.04,0.02,8.62,0.01,7.98,0.01,7.54,0.01,6.84,0.01,4.31,0.01,0.53,-0.84,D,2M,Simbad,3012182546052745600,85.15578934982,-9.34185467249,1812.30591000,1253.27087000,3131.97510000,1473.01953000,1281.39636000,2054.09033000,10033
0.866350,85.1557083,-9.3418611,137,05 40 37.37,-09 20 30.7,12.47,0.03,10.98,0.03,10.04,0.02,8.62,0.01,7.98,0.01,7.54,0.01,6.84,0.01,4.31,0.01,0.53,-0.84,D,2M,Simbad,3012182546051091968,85.15564124493,-9.34209247811,447.02944900,426.85165400,471.36157200,453.44247400,427.71456900,485.49264500,10033
0.103059,85.129,-9.3376389,139,05 40 30.96,-09 20 15.5,14.4,0.04,13.44,0.03,12.99,0.04,12.12,0.01,11.82,0.01,11.42,0.01,10.95,0.03,8.23,0.07,0.23,-1.47,D,2M,Simbad,3012176941119341952,85.12902852524,-9.33764412128,457.40554800,424.07980300,491.50387600,440.39975000,406.66128500,473.42318700,10031
0.336426,85.191375,-9.336,140,05 40 45.93,-09 20 09.6,15.05,0.04,13.84,0.04,13.21,0.04,12.52,0.01,12.16,0.01,11.75,0.03,11.3,0.05,8.45,0.08,0.42,-1.42,D,2M,Simbad,3012182614771855872,85.19142583069,-9.33607885067,646.42822300,483.36224400,928.96685800,745.11889600,536.30297900,978.49047900,10033
0.209164,85.2464583,-9.3298056,141,05 40 59.15,-09 19 47.3,12.41,0.03,11.28,0.03,10.83,0.02,10.46,0.01,10.32,0.01,10.02,0.01,9.71,0.01,7.05,0.02,0.46,-1.94,D,2M,Simbad,3012180033495796736,85.24642277215,-9.32985193243,399.75979600,370.48590100,430.23382600,,,,10099
0.637312,85.2464583,-9.3298056,141,05 40 59.15,-09 19 47.3,12.41,0.03,11.28,0.03,10.83,0.02,10.46,0.01,10.32,0.01,10.02,0.01,9.71,0.01,7.05,0.02,0.46,-1.94,D,2M,Simbad,3012180037791474688,85.24660800910,-9.32990315111,571.32098400,504.05050700,641.04016100,547.74359100,502.49591100,613.74939000,10012
0.262498,85.273,-9.3132778,143,05 41 05.52,-09 18 47.8,11.45,0.03,10.5,0.03,10.0,0.03,9.57,0.01,9.26,0.01,8.77,0.01,7.96,0.01,5.31,0.02,0.17,-0.96,D,2M,Simbad,3012179969071995904,85.27294410678,-9.31332549219,502.59887700,466.25912500,532.36206100,477.56619300,456.14645400,513.52673300,10033
1.254627,85.273,-9.3132778,143,05 41 05.52,-09 18 47.8,11.45,0.03,10.5,0.03,10.0,0.03,9.57,0.01,9.26,0.01,8.77,0.01,7.96,0.01,5.31,0.02,0.17,-0.96,D,2M,Simbad,3012179969070661632,85.27314618571,-9.31359504901,483.48785400,459.08450300,514.10144000,,,,10099
0.427035,85.272875,-9.3119167,144,05 41 05.49,-09 18 42.9,14.16,0.09,13.19,0.08,12.62,0.05,11.45,0.01,11.02,0.01,10.53,0.01,,,,,0.15,,D,2M,Simbad,3012180170934982400,85.27295658748,-9.31200381310,433.19375600,407.08062700,460.75741600,432.52774000,408.53936800,456.81893900,10033
0.300015,85.4154167,-9.2903611,146,05 41 39.70,-09 17 25.3,14.69,0.03,13.99,0.03,13.52,0.05,12.94,0.01,12.56,0.01,12.12,0.02,11.48,0.01,8.62,0.11,0.0,-1.16,D,2M,Simbad,3012180995568477568,85.41543542862,-9.29044236213,456.58392300,410.30111700,497.13977100,438.89947500,406.76727300,474.49597200,10012
0.382489,85.1755833,-9.2873333,147,05 40 42.14,-09 17 14.4,16.63,0.16,15.87,0.19,,,15.76,0.04,15.19,0.04,,,11.81,0.12,6.44,0.02,,,D,2M,Simbad,3012183366390425344,85.17559986536,-9.28743828169,758.63769500,526.14245600,1117.62244000,1594.85852000,1229.91248000,1948.03076000,10033
0.169075,85.2922083,-9.2652222,149,05 41 10.13,-09 15 54.8,12.65,0.02,11.57,0.03,11.01,0.02,10.45,0.01,10.04,0.01,9.72,0.01,8.98,0.01,6.54,0.02,0.3,-1.17,D,2M,Simbad,3012181893217340928,85.29222685206,-9.26526544918,416.73013300,405.05642700,431.41836500,413.91976900,403.53637700,423.23977700,10033
0.202389,85.2881667,-9.2345556,151,05 41 09.16,-09 14 04.4,13.28,0.02,12.15,0.03,11.62,0.03,10.96,0.01,10.73,0.01,10.43,0.01,10.16,0.01,6.22,0.02,0.38,-1.89,D,2M,Simbad,3012185294831438720,85.28818146012,-9.23460989858,423.13815300,411.78891000,434.97955300,420.69857800,410.72760000,431.66937300,10033
0.204082,85.2432917,-9.2304167,152,05 40 58.39,-09 13 49.5,14.71,0.04,13.5,0.04,12.7,0.03,11.7,0.01,11.26,0.01,10.82,0.01,10.25,0.01,7.13,0.03,0.29,-1.17,D,2M,Simbad,3012185153096828160,85.24332220660,-9.23046473122,406.31488000,373.81658900,440.65515100,389.06478900,354.51199300,424.91546600,10033
0.591160,85.2612083,-9.2079444,154,05 41 02.69,-09 12 28.6,12.7,0.02,11.6,0.03,10.86,0.02,9.84,0.01,9.36,0.01,8.8,0.01,7.99,0.01,5.08,0.01,0.21,-0.69,D,2M,Simbad,3012186325623589376,85.26131760076,-9.20806819239,424.10604900,416.53237900,432.56686400,423.88378900,416.93185400,431.27050800,10033
0.089377,85.6622083,-9.2015556,155,05 42 38.93,-09 12 05.6,13.85,0.03,12.92,0.03,12.44,0.02,12.06,0.01,11.89,0.01,11.58,0.01,11.18,0.01,8.7,0.09,0.16,-1.8,D,2M,Simbad,3012229648957342336,85.66223295689,-9.20156049558,428.58642600,407.43447900,455.02218600,423.75167800,401.81057700,449.77310200,10033
0.295180,85.3164583,-9.1991944,156,05 41 15.95,-09 11 57.1,13.6,0.04,11.74,0.03,10.77,0.03,10.05,0.01,9.71,0.01,9.33,0.01,8.86,0.01,5.87,0.01,1.0,-1.46,D,2M,Simbad,3012185672788557568,85.31647801919,-9.19927405032,352.04251100,299.85873400,416.63815300,313.47341900,289.27056900,338.48962400,10021
0.268884,85.594125,-9.1984722,157,05 42 22.59,-09 11 54.5,13.8,0.03,13.14,0.03,12.76,0.03,11.69,0.01,11.06,0.01,10.56,0.01,9.89,0.01,7.32,0.03,0.0,-0.78,D,2M,Simbad,3012230374807820544,85.59419827058,-9.19849083395,389.79788200,380.83880600,398.84899900,389.18377700,378.52542100,398.17739900,10033
0.191039,85.682625,-9.17875,158,05 42 43.83,-09 10 43.5,12.79,0.03,11.92,0.03,11.54,0.02,11.12,0.01,10.79,0.01,10.3,0.01,9.49,0.01,7.1,0.05,0.16,-0.95,D,2M,Simbad,3012235563128366208,85.68267376641,-9.17872767521,416.61828600,410.60275300,423.47659300,416.11892700,409.62228400,422.79635600,10033
0.352405,85.6823333,-9.1773056,159,05 42 43.76,-09 10 38.3,11.73,0.04,10.94,0.05,10.55,0.04,9.86,0.01,9.5,0.01,9.03,0.01,8.42,0.01,6.29,0.02,0.06,-1.15,D,2M,Simbad,3012235563128366080,85.68235327927,-9.17740148263,424.93109100,421.55737300,428.70559700,426.06158400,422.56283600,430.13320900,10033
0.190006,85.699125,-9.1771389,160,05 42 47.79,-09 10 37.7,12.36,0.03,11.49,0.02,11.11,0.03,10.42,0.01,10.13,0.01,9.75,0.01,9.22,0.01,6.12,0.02,0.17,-1.44,D,2M,Simbad,3012235460049150208,85.69916664724,-9.17717199521,426.56240800,421.64355500,431.92678800,425.88467400,419.26568600,431.06356800,10033
0.394442,85.5170833,-9.1450278,161,05 42 04.10,-09 08 42.1,13.73,0.02,12.69,0.03,12.1,0.03,11.17,0.01,10.72,0.01,10.33,0.01,9.75,0.01,6.66,0.02,0.22,-1.22,D,2M,Simbad,3012277550728658048,85.51713625645,-9.14512408824,457.80133100,441.52417000,471.03927600,452.78186000,437.57501200,470.33300800,10033
0.225275,85.40575,-9.1308333,162,05 41 37.38,-09 07 51.0,12.67,0.02,11.62,0.02,11.21,0.02,10.89,0.01,10.73,0.01,10.4,0.01,9.88,0.01,7.1,0.03,0.36,-1.65,D,2M,Simbad,3012280024629768320,85.40576616957,-9.13089380565,465.38769500,454.43914800,475.36163300,464.61929300,451.44619800,474.54794300,10033
0.295383,85.2245,-9.1011389,164,05 40 53.88,-09 06 04.1,12.26,0.02,10.34,0.02,9.06,0.02,7.4,0.01,6.66,0.01,5.92,0.01,5.14,0.01,1.7,0.01,0.84,-0.23,D,2M,Simbad,3012292767796744576,85.22454556089,-9.10120751829,641.32543900,293.85678100,1613.04810000,2326.20679000,1795.67651000,3475.66479000,20033
0.285173,85.5405417,-9.0276944,168,05 42 09.73,-09 01 39.7,14.31,0.03,13.14,0.03,12.59,0.03,11.85,0.01,11.5,0.01,11.09,0.01,10.38,0.01,7.29,0.03,0.43,-1.14,D,2M,Simbad,3012288197951562624,85.54059869137,-9.02775013970,430.57446300,405.80093400,465.38104200,410.89068600,384.88797000,436.46035800,10031
0.321237,85.405125,-9.0265,169,05 41 37.23,-09 01 35.4,15.07,0.04,14.25,0.02,13.81,0.06,13.33,0.01,13.01,0.01,12.52,0.02,11.73,0.02,9.22,0.15,0.05,-0.98,D,2M,Simbad,3012283426243860096,85.40517533743,-9.02657410089,459.75006100,397.89154100,545.13568100,444.03717000,392.02346800,530.90295400,10033
0.385973,85.2962917,-9.0214444,170,05 41 11.11,-09 01 17.2,15.02,0.04,14.14,0.04,13.79,0.06,13.16,0.01,12.89,0.01,12.6,0.02,12.05,0.02,8.66,0.09,0.2,-1.56,D,2M,Simbad,3012295722734384000,85.29634542753,-9.02153756297,481.79290800,429.66003400,540.97760000,386.93457000,354.70822100,467.34808300,10021
0.401395,85.3017083,-9.0187778,171,05 41 12.41,-09 01 07.6,14.63,0.03,13.25,0.03,12.71,0.03,11.32,0.01,10.9,0.01,10.56,0.01,10.21,0.01,7.84,0.04,0.7,-1.57,D,2M,Simbad,3012295722734384384,85.30172348138,-9.01888828579,568.94769300,460.04620400,776.66821300,471.78482100,414.23904400,543.34088100,10012
0.139513,85.3467917,-8.9951667,173,05 41 23.23,-08 59 42.6,12.32,0.03,11.05,0.03,10.18,0.03,9.11,0.01,8.6,0.01,8.14,0.01,7.47,0.01,4.67,0.01,0.32,-0.95,D,2M,Simbad,3012295142914645248,85.34680113033,-8.99512908251,466.61169400,444.41143800,489.11578400,465.88006600,444.39038100,488.45745800,10033
0.870589,85.3467917,-8.9951667,173,05 41 23.23,-08 59 42.6,12.32,0.03,11.05,0.03,10.18,0.03,9.11,0.01,8.6,0.01,8.14,0.01,7.47,0.01,4.67,0.01,0.32,-0.95,D,2M,Simbad,3012295138622295936,85.34679897882,-8.99540842332,440.45001200,430.71792600,452.28305100,441.68786600,429.98883100,454.91912800,10033
0.288748,85.3009583,-8.9831944,174,05 41 12.23,-08 58 59.5,14.29,0.04,13.41,0.03,13.08,0.04,12.58,0.01,12.34,0.01,11.98,0.02,11.5,0.03,8.02,0.05,0.23,-1.57,D,2M,Simbad,3012296135051135360,85.30099315960,-8.98326684121,455.56732200,427.60025000,483.25848400,454.86538700,425.34048500,490.88809200,10033
0.409687,85.3005,-8.9813056,175,05 41 12.12,-08 58 52.7,13.42,0.05,12.28,0.03,11.67,0.03,10.81,0.01,10.44,0.01,10.09,0.01,9.62,0.01,7.11,0.02,0.34,-1.47,D,2M,Simbad,3012296139347060096,85.30061026407,-8.98133860019,466.77182000,450.26919600,481.86322000,460.46057100,446.15481600,475.83636500,10033
0.300786,85.360375,-8.9775833,177,05 41 26.49,-08 58 39.3,12.75,0.03,11.7,0.03,11.07,0.02,10.05,0.01,9.74,0.01,9.36,0.01,8.66,0.01,5.04,0.01,0.21,-1.23,D,2M,Simbad,3012295555231502976,85.36041604162,-8.97765635796,452.47506700,445.41711400,458.72003200,453.48489400,447.73074300,458.81579600,10033
1.438146,85.360375,-8.9775833,177,05 41 26.49,-08 58 39.3,12.75,0.03,11.7,0.03,11.07,0.02,10.05,0.01,9.74,0.01,9.36,0.01,8.66,0.01,5.04,0.01,0.21,-1.23,D,2M,Simbad,3012295555230722432,85.36077916325,-8.97756853165,440.54608200,411.60650600,477.57254000,,,,10099
0.388936,85.724,-8.9576389,179,05 42 53.76,-08 57 27.5,11.34,0.02,10.35,0.02,9.68,0.02,8.84,0.01,8.48,0.01,8.18,0.01,7.88,0.01,5.19,0.01,0.1,-1.73,D,2M,Simbad,3012287652491665920,85.72398552116,-8.95774598686,423.35952800,419.99453700,426.98297100,422.75933800,419.79730200,426.29623400,10033
0.313816,85.3520833,-8.94225,182,05 41 24.50,-08 56 32.1,11.11,0.02,10.17,0.02,9.71,0.02,9.02,0.01,8.75,0.01,8.45,0.01,7.91,0.01,5.33,0.02,0.19,-1.56,D,2M,Simbad,3012296689102867712,85.35217086657,-8.94226077752,455.08892800,450.50518800,459.53454600,454.68133500,450.35852100,459.35611000,10033
0.350615,85.6655,-8.9138333,184,05 42 39.72,-08 54 49.8,13.53,0.03,12.69,0.03,12.33,0.02,11.88,0.01,11.58,0.01,11.08,0.01,10.27,0.01,7.66,0.04,0.14,-0.95,D,2M,Simbad,3012290985386287872,85.66548327010,-8.91392928041,417.51696800,406.33532700,431.05938700,415.88855000,403.95910600,426.71814000,10033
0.167837,85.1047083,-8.9059167,185,05 40 25.13,-08 54 21.3,15.07,0.06,13.02,0.03,11.7,0.05,,,9.7,0.01,,,9.07,0.01,6.74,0.02,0.97,,D,2M,Simbad,3015301615726226304,85.10466851027,-8.90594176554,482.45111100,320.33200100,696.33429000,611.67425500,481.39779700,964.44751000,10033
0.335566,85.1536667,-8.8966111,186,05 40 36.88,-08 53 47.8,9.98,0.02,9.83,0.03,9.74,0.02,9.64,0.01,9.53,0.01,8.85,0.01,7.25,0.01,4.49,0.02,0.0,-0.02,D,2M,Simbad,3015302960051996160,85.15370382349,-8.89669679381,429.81897000,426.88873300,432.57632400,430.06085200,427.06726100,433.74853500,10033
0.299680,85.6439167,-8.8939444,187,05 42 34.54,-08 53 38.2,15.02,0.04,13.81,0.03,12.99,0.03,12.36,0.01,12.1,0.01,11.79,0.01,11.14,0.01,7.7,0.04,0.27,-1.43,D,2M,Simbad,3012291260264194688,85.64392148648,-8.89402751008,383.79138200,359.60516400,405.85650600,392.55490100,367.14376800,418.90539600,10033
0.285336,85.7308333,-8.8723056,189,05 42 55.40,-08 52 20.3,14.31,0.03,13.59,0.04,13.22,0.03,12.98,0.01,12.82,0.01,12.62,0.02,12.16,0.03,7.7,0.04,0.0,-1.9,D,2M,Simbad,3012314586231158528,85.73090603137,-8.87233903822,438.92462200,406.32446300,481.51419100,438.41387900,408.85604900,469.06771900,10033
0.277202,85.175,-8.8717778,190,05 40 42.00,-08 52 18.4,14.11,0.03,12.97,0.03,12.5,0.03,12.07,0.01,11.86,0.01,11.55,0.01,11.08,0.01,8.31,0.05,0.45,-1.68,D,2M,Simbad,3015303093194979456,85.17507630596,-8.87179345215,435.41253700,404.25448600,474.89376800,418.27575700,396.22619600,445.55441300,10012
0.592848,85.2050417,-8.8559722,191,05 40 49.21,-08 51 21.5,12.16,0.02,11.01,0.02,10.39,0.02,9.54,0.01,9.22,0.01,8.95,0.01,8.35,0.01,5.02,0.02,0.36,-1.49,D,2M,Simbad,3015303509807808384,85.20516938175,-8.85607804554,440.65731800,432.19073500,449.62789900,442.34295700,434.50299100,451.41656500,10033
0.286155,85.203625,-8.85425,192,05 40 48.87,-08 51 15.3,11.9,0.04,10.8,0.04,10.28,0.02,9.56,0.01,9.19,0.01,8.71,0.01,7.97,0.01,5.95,0.03,0.36,-0.99,D,2M,Simbad,3015303509807808256,85.20370487547,-8.85425945080,406.59402500,370.27325400,483.05896000,413.20278900,373.28329500,459.32983400,10033
0.388564,85.1994167,-8.8511944,193,05 40 47.86,-08 51 04.3,14.68,0.03,13.56,0.04,12.76,0.04,11.92,0.01,11.46,0.01,11.0,0.01,10.36,0.01,7.92,0.06,0.18,-1.04,D,2M,Simbad,3015303505512016384,85.19943750429,-8.85130035875,521.53436300,416.59460400,826.11883500,494.00802600,398.79879800,595.00616500,10033
0.506972,85.2002917,-8.8455278,194,05 40 48.07,-08 50 43.9,14.2,0.02,13.01,0.03,12.28,0.03,11.15,0.01,10.8,0.01,10.75,0.01,10.48,0.01,7.18,0.03,0.32,-2.12,D,2M,Simbad,3015303746030012416,85.20037740661,-8.84564031623,475.86319000,432.20211800,527.95410200,460.60916100,416.28305100,509.45663500,10033
0.317447,85.2200417,-8.8431389,195,05 40 52.81,-08 50 35.3,15.04,0.04,13.57,0.03,12.81,0.03,11.78,0.01,11.28,0.01,10.8,0.01,10.45,0.01,8.4,0.07,0.65,-1.3,D,2M,Simbad,3015303642950986112,85.22009809765,-8.84320723853,1241.53149000,742.78784200,1924.66296000,1307.40515000,1078.41504000,1670.88464000,10033
0.666062,85.676625,-8.8038333,198,05 42 42.39,-08 48 13.8,12.84,0.03,11.14,0.03,10.33,0.02,9.67,0.01,9.46,0.01,9.06,0.01,8.92,0.01,4.56,0.01,0.91,-1.93,D,2M,Simbad,3012316377232938240,85.67677346023,-8.80394602646,2386.33545000,993.49890100,3674.59888000,736.03356900,529.87329100,1041.50745000,10010
0.394162,85.87925,-8.7398611,205,05 43 31.02,-08 44 23.5,16.01,0.08,14.97,0.07,14.36,0.09,13.79,0.01,13.45,0.01,13.08,0.03,12.49,0.04,,,0.21,-1.35,D,2M,Simbad,3012323244885229312,85.87927353271,-8.73996809042,341.92483500,283.59558100,455.46350100,722.99578900,478.43527200,2281.13379000,10133
0.101961,85.377125,-8.7330278,209,05 41 30.51,-08 43 58.9,15.65,0.07,14.93,0.06,14.43,0.09,13.77,0.01,13.46,0.01,13.07,0.03,12.24,0.03,9.04,0.13,0.0,-1.08,D,2M,Simbad,3012309432270476416,85.37710117130,-8.73304353032,377.66668700,294.58706700,475.79556300,1992.68005000,1519.55005000,2874.63672000,10033
0.503211,85.5010833,-8.72475,210,05 42 00.26,-08 43 29.1,16.06,0.08,15.38,0.08,,,14.55,0.04,13.89,0.03,,,,,,,,,D,2M,Simbad,3012332315855756032,85.50095817626,-8.72481513826,330.88400300,288.79538000,387.42044100,357.27105700,318.94207800,401.87634300,10033
