angDist,_RAJ2000,_DEJ2000,recno,SST,CName,l_[3.6],[3.6],e_[3.6],l_[4.5],[4.5],e_[4.5],l_[5.8],[5.8],e_[5.8],l_[8.0],[8.0],e_[8.0],l_[24],[24],e_[24],l_[70],[70],e_[70],l_[160],[160],e_[160],24/70,KS/24,8/24,4.5/8,IRAC,M1,2M,SimbadName,c2dCat,GutCat,Class,SpType,EW,AV,logL*,l_LIR/L,LIR/L,M2,_RA,_DE,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD
0.943468,68.309583,26.239722,141,043314.3+261423,IRAS04301+2608,,12.05,0.05,,11.72,0.05,,11.29,0.06,,9.54,0.05,,3.28,0.04,,1.12,0.22,>,-0.95,,yes,yes,yes-faint,yes-faint,yes,,1,IRAS S04301+2608,yso,contam.,flat,M0,,6.5,-1.6,,0.62,c,68.3096,26.2397,04331435+2614235,68.309830,+26.239862,0.060,0.060,0,14.637,13.227,12.496,0.034,0.027,0.026,AAA,222,0,2450782.7936
0.399820,68.31875,22.888889,142,043316.5+225320,IRAS04302+2247,,10.29,0.05,,9.88,0.05,,9.72,0.05,,9.71,0.06,,3.57,0.04,,-1.88,0.22,,-4.51,0.34,yes,yes,yes-faint,no,no,,1,IRAS04302+2247,yso,star,I,,,,,,,c,68.3187,22.8889,04331650+2253204,68.318754,+22.889000,0.080,0.060,0,14.682,12.900,11.718,0.059,0.060,0.048,AEE,222,1,2451135.9320
0.999470,68.329167,22.776111,143,043319.0+224634,IRAS04303+2240,<,6.62,,<,6.1,,,4.77,0.05,,3.73,0.05,,1.43,0.04,,-0.11,0.22,,,,yes,yes,yes,,,,1,IRAS04303+2240,,,II,M0.5,,10.8,0.2,,0.45,,68.3292,22.7761,04331907+2246342,68.329460,+22.776175,0.080,0.060,0,11.103,9.209,7.673,0.020,0.023,0.027,AAA,221,0,2451135.9319
0.781748,68.391667,24.354722,144,043334.0+242117,GI Tau,,6.87,0.05,,6.31,0.05,,5.79,0.05,,5.12,0.05,,2.15,0.04,,,,,,,,yes,yes,yes,yes,,1,GI Tau,yso,class II,II,K6,,2.7,0.2,,0.19,,68.3917,24.3547,04333405+2421170,68.391905,+24.354734,0.070,0.060,90,9.341,8.418,7.888,0.020,0.021,0.023,AAA,211,0,2450782.8009
1.185287,68.39375,24.351389,145,043334.5+242105,GK Tau,<,6.62,,<,6.1,,,5.79,0.05,,5.14,0.05,,1.7,0.04,,-0.23,0.22,,,,yes,yes,yes,,,,1,GK Tau,,,II,K7,,2.7,0.3,,0.16,,68.3937,24.3514,04333456+2421058,68.394002,+24.351625,0.070,0.060,90,9.053,8.108,7.468,0.027,0.026,0.021,AAA,111,0,2450782.8009
1.183095,68.402917,26.163611,146,043336.7+260949,IS Tau AB,,7.85,0.05,,7.46,0.05,,6.94,0.05,,6.03,0.05,,3.65,0.04,,2.08,0.22,>,-0.83,,yes,yes,yes,yes,yes,,1,IS Tau,yso,class II,II,K7,,3.5,-0.2,,0.15,,68.4029,26.1636,04333678+2609492,68.403277,+26.163671,0.060,0.060,90,10.323,9.293,8.642,0.021,0.023,0.018,AAA,222,0,2450782.7996
0.869507,68.4125,25.343889,147,043339.0+252038,DL Tau,,6.95,0.05,,6.37,0.05,,5.92,0.05,,5.13,0.05,,2.19,0.04,,-0.25,0.22,,-2.44,0.22,yes,yes,yes,yes,yes,,1,DL Tau,yso,class II,II,K7,,2.8,0.0,,0.26,,68.4125,25.3439,04333906+2520382,68.412758,+25.343952,0.060,0.060,90,9.630,8.679,7.960,0.021,0.027,0.021,AAA,211,0,2450782.8002
0.212064,68.42875,25.446389,148,043342.9+252647,J04334291+2526470,,12.76,0.06,,12.63,0.06,,12.52,0.07,,12.47,0.07,>,11.05,,>,1.43,,,,,,,,no,no,,1,2MASS J04334291+2526470,,star,III,M8.75,,1.2,-2.3,<,0.0042,,68.4287,25.4464,04334291+2526470,68.428815,+25.446394,0.060,0.060,90,14.639,13.849,13.328,0.035,0.032,0.033,AAA,222,0,2450782.8001
0.190719,68.466667,22.841667,149,043352.0+225030,CI Tau,,6.99,0.05,,6.53,0.05,,6.17,0.05,,5.33,0.05,,2.37,0.04,,-0.8,0.22,,,,yes,yes,yes,yes,yes,,1,CI Tau,yso,class II,II,K7,,3.6,0.2,,0.14,,68.4667,22.8417,04335200+2250301,68.466686,+22.841717,0.080,0.070,0,9.480,8.431,7.793,0.020,0.040,0.020,AAA,211,0,2451135.9340
0.955829,68.46875,22.940556,150,043352.5+225626,2MASS J04335252+2256269,,8.79,0.05,,8.71,0.05,,8.63,0.05,,8.6,0.05,,8.32,0.09,>,1.41,,,,,,no,no,no,no,,1,2MASS J04335252+2256269,yso,star,III,,,,,,,,68.4687,22.9406,04335252+2256269,68.468844,+22.940807,0.070,0.070,0,10.240,9.466,9.110,0.020,0.023,0.020,AAA,222,0,2451135.9339
0.522250,68.477917,26.224167,151,043354.7+261327,IT Tau AB,,7.35,0.05,,6.98,0.05,,6.63,0.05,,6.05,0.05,,3.53,0.04,,0.83,0.22,>,-1.28,,yes,yes,yes,yes,yes,,1,IT Tau,yso,class II,II,K2,,13.4,0.9,,0.0082,,68.4779,26.2242,04335470+2613275,68.477922,+26.224312,0.060,0.060,90,9.866,8.591,7.860,0.025,0.036,0.026,EAA,211,0,2450782.7995
1.391048,68.545417,22.862222,152,043410.9+225144,JH108,,9.3,0.05,,9.27,0.05,,9.19,0.05,,9.17,0.05,,8.88,0.12,>,1.15,,,,,,no,no,no,no,,1,JH108,yso,star,III,M1,,1.7,-0.5,<,6.8E-5,,68.5454,22.8622,04341099+2251445,68.545803,+22.862373,0.070,0.070,90,10.593,9.744,9.426,0.023,0.022,0.018,AAA,222,0,2451135.9417
1.381074,68.563333,22.841667,153,043415.2+225030,CFHT-1,,11.23,0.05,,11.1,0.05,,10.98,0.06,,11.02,0.06,>,9.94,,>,1.0,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 1,,star,II,,,,,,,,68.5633,22.8417,04341527+2250309,68.563634,+22.841932,0.080,0.060,90,13.740,12.537,11.849,0.027,0.024,0.018,AAA,222,0,2451135.9416
1.259237,68.663333,25.016944,154,043439.2+250101,Wa Tau 1,,7.83,0.05,,7.79,0.05,,7.75,0.05,,7.73,0.05,,7.67,0.07,>,0.85,,,,,,no,no,no,no,,1,Wa Tau 1,star,star,III,K0,,0.3,0.3,<,3.4E-5,,68.6633,25.0169,04343929+2501010,68.663719,+25.016945,0.070,0.060,90,8.422,7.932,7.799,0.021,0.024,0.021,AAA,111,0,2450782.8171
0.365497,68.730833,24.481389,155,043455.4+242853,AA Tau,,7.29,0.05,,6.84,0.05,,6.44,0.05,,5.65,0.05,,2.81,0.04,,-0.14,0.22,,-2.47,0.22,yes,yes,yes,yes,yes,,1,AA Tau,yso,class II,II,K7,,2.2,0.1,,0.15,,68.7308,24.4814,04345542+2428531,68.730933,+24.481434,0.070,0.070,90,9.433,8.546,8.047,0.024,0.023,0.024,AAA,211,0,2450782.8175
0.870873,68.785417,23.194167,156,043508.5+231139,CFHT-11,,11.19,0.05,,11.12,0.05,,11.04,0.06,,10.99,0.06,,10.23,0.2,>,0.37,,,,,,yes,no,no,no,,1,[MDM2001] CFHT-BD-Tau 11,not yso,star,III,M6.75,,0.0,-1.6,,5.1E-4,,68.7854,23.1942,04350850+2311398,68.785450,+23.194407,0.060,0.060,90,12.528,11.938,11.592,0.022,0.021,0.018,AAA,222,0,2451089.9095
0.607436,68.834167,22.537222,157,043520.2+223214,HO Tau,,8.9,0.05,,8.52,0.05,,8.38,0.05,,7.73,0.05,,4.85,0.04,,2.43,0.22,,,,yes,yes,yes,yes,yes,,1,HO Tau,yso,class II,II,M0.5,,2.6,-0.7,,0.11,,68.8342,22.5372,04352020+2232146,68.834184,+22.537390,0.060,0.060,0,11.202,10.244,9.731,0.022,0.021,0.018,AAA,222,0,2451089.9090
1.398421,68.836667,22.906667,158,043520.8+225424,FF Tau AB,,8.45,0.05,,8.44,0.05,,8.42,0.05,,8.36,0.05,,8.15,0.09,>,1.26,,,,,,no,no,no,no,,1,FF Tau,yso,star,III,K7,0.0,1.9,-0.1,<,6.3E-5,,68.8367,22.9067,04352089+2254242,68.837082,+22.906736,0.060,0.060,0,9.781,8.933,8.592,0.022,0.024,0.018,AAA,212,0,2451089.9093
1.387395,68.86375,24.249444,159,043527.3+241458,DN Tau,,7.47,0.05,,7.16,0.05,,6.78,0.05,,6.03,0.05,,3.04,0.04,,0.44,0.22,>,0.04,,yes,yes,yes,yes,yes,,1,DN Tau,yso,class II,II,M0,,1.1,0.0,,0.095,,68.8637,24.2494,04352737+2414589,68.864062,+24.249704,0.070,0.070,0,9.139,8.342,8.015,0.021,0.027,0.021,AAA,111,0,2450782.8186
1.324898,68.897083,24.138611,160,043535.3+240819,IRAS04325+2402 A,,9.93,0.05,,9.28,0.05,,9.06,0.05,,8.54,0.05,,1.43,0.04,,-2.26,0.22,,-5.07,0.34,yes,yes,yes,yes,yes,,1,IRAS04325+2402,yso,class II,I,,,,,,,c,68.8971,24.1386,04353539+2408194,68.897465,+24.138729,0.090,0.090,8,17.129,13.738,11.601,0.221,0.064,0.043,DAE,222,1,2450782.8185
0.921035,68.920417,24.185556,161,043540.9+241108,CoKu Tau/3 AB,,7.43,0.05,,6.95,0.05,,6.48,0.05,,5.64,0.05,,3.31,0.04,,1.33,0.22,>,-2.14,,yes,yes,yes,yes,yes,,1,NAME CoKu Tau 3,yso,class II,II,M1,,7.7,0.1,,0.11,,68.9204,24.1856,04354093+2411087,68.920574,+24.185768,0.070,0.070,0,10.731,9.197,8.411,0.026,0.026,0.024,AAE,222,0,2450782.8186
0.800973,68.924167,22.569722,162,043541.8+223411,KPNO-8,,11.64,0.05,,11.54,0.05,,11.43,0.06,,11.46,0.06,>,10.71,,>,1.12,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 8,,star,III,M5.75,,0.0,-1.7,<,0.002,,68.9242,22.5697,04354183+2234115,68.924331,+22.569885,0.060,0.060,90,12.946,12.367,11.985,0.022,0.021,0.022,AAA,222,0,2451089.9114
0.840167,68.938333,27.620278,163,043545.2+273713,J04354526+2737130,,13.18,0.06,,13.11,0.06,,12.93,0.07,,13.07,0.11,>,10.62,,>,1.47,,,,,,,,no,no,,1,2MASS J04354526+2737130,,star,III,M9.25,,1.0,-2.5,<,0.0021,,68.9383,27.6203,04354526+2737130,68.938595,+27.620302,0.060,0.060,90,15.016,14.243,13.714,0.046,0.043,0.032,AAA,222,0,2451508.8076
0.855651,68.947083,22.839167,164,043547.3+225021,HQ Tau,<,6.62,,<,6.1,,,5.61,0.05,,4.47,0.05,,1.65,0.04,,-0.18,0.22,,,,yes,yes,yes,,,,1,HQ Tau,,,II,K2,-1.2,3.8,0.6,,0.098,"b,c",68.9471,22.8392,04354733+2250216,68.947232,+22.839361,0.060,0.060,0,8.655,7.731,7.135,0.024,0.016,0.021,AAA,111,0,2451089.9113
1.383618,68.9625,22.877778,165,043551.0+225240,KPNO-15,,9.79,0.05,,9.72,0.05,,9.66,0.05,,9.65,0.05,,9.71,0.11,>,0.72,,,,,,no,no,no,no,,1,[BLH2002] KPNO-Tau 15,star,star,III,M1.5,,2.7,-0.7,<,2.2E-5,,68.9625,22.8778,04355109+2252401,68.962915,+22.877817,0.060,0.060,0,11.308,10.345,10.007,0.021,0.021,0.021,AAA,222,0,2451089.9112
1.046475,68.964167,22.819722,166,043551.4+224911,KPNO-9,,13.63,0.06,,13.52,0.06,,13.7,0.12,,13.41,0.17,>,10.93,,>,0.86,,,,,,,,no,no,,1,[BLH2002] KPNO-Tau 9,,star,III,M8.5,,1.4,-2.6,<,0.004,,68.9642,22.8197,04355143+2249119,68.964299,+22.819986,0.060,0.060,17,15.476,14.660,14.185,0.044,0.040,0.053,AAA,222,0,2451089.9113
1.636355,68.966667,22.9175,167,043552.0+225503,2MASS J04355209+2255039,,9.56,0.05,,9.52,0.05,,9.39,0.05,,9.35,0.06,,,,>,0.5,,,,,,,,no,no,,1,2MASS J04355209+2255039,,star,III,,,,,,,,68.9667,22.9175,04355209+2255039,68.967064,+22.917770,0.060,0.060,0,11.310,10.230,9.809,0.022,0.022,0.019,AAA,222,0,2451089.9112
1.076902,68.969583,22.906389,168,043552.7+225423,HP Tau AB,<,6.62,,,6.2,0.05,,5.65,0.05,,4.88,0.05,,1.49,0.04,,-1.93,0.22,,-4.48,0.34,yes,yes,yes,yes,,,1,HP Tau,,,II,K3,-11.2,4.8,0.3,,0.24,d,68.9696,22.9064,04355277+2254231,68.969906,+22.906420,0.060,0.060,0,9.549,8.469,7.625,0.022,0.065,0.024,AAA,211,0,2451089.9112
1.122202,68.97,22.849444,169,043552.8+225058,2MASS J04355286+2250585,,9.46,0.05,,9.36,0.05,,9.28,0.05,,9.29,0.05,,9.1,0.13,>,0.93,,,,,,no,no,no,no,,1,2MASS J04355286+2250585,yso,star,III,,,,,,,,68.97,22.8494,04355286+2250585,68.970289,+22.849606,0.060,0.060,0,10.990,10.111,9.750,0.023,0.022,0.019,AAA,222,0,2451089.9112
1.669103,68.9725,22.902222,170,043553.4+225408,HP Tau/G3 AB,,8.62,0.05,,8.6,0.05,,8.51,0.05,,8.47,0.06,,,,>,-0.03,,>,-2.19,,,,,no,no,,1,CoKu HP Tau G3,,star,III,K7,,2.2,-0.2,<,0.0011,,68.9725,22.9022,04355349+2254089,68.972913,+22.902487,0.060,0.060,0,10.041,9.154,8.797,0.023,0.022,0.021,AAA,222,0,2451089.9112
0.853666,68.975417,22.903611,171,043554.1+225413,HP Tau/G2,,7.19,0.05,,7.17,0.05,,7.11,0.05,,7.02,0.05,,,,>,-0.03,,>,-2.35,,,,,no,no,,1,CoKu HP Tau G2,,star,III,G0,,2.6,0.8,<,5.9E-4,,68.9754,22.9036,04355415+2254134,68.975633,+22.903740,0.060,0.060,0,8.103,7.489,7.234,0.020,0.036,0.016,AAA,111,0,2451089.9112
0.570765,68.986667,22.91,172,043556.8+225436,Haro 6-28 AB,,8.61,0.05,,8.18,0.05,,7.85,0.05,,7.14,0.05,,4.39,0.04,>,0.7,,>,-2.24,,,yes,yes,yes,yes,,1,Haro 6-28,yso,class II,II,M5,,4.1,-0.6,,0.11,,68.9867,22.91,04355684+2254360,68.986839,+22.910006,0.060,0.060,0,11.142,10.055,9.531,0.022,0.022,0.020,AAA,222,0,2451089.9112
0.517524,68.995417,22.643056,173,043558.9+223835,2MASS J04355892+2238353,,8.15,0.05,,8.19,0.05,,8.1,0.05,,8.06,0.05,,,,>,1.12,,,,,,,,no,no,,1,2MASS J04355892+2238353,,star,III,,,,,,,,68.9954,22.6431,04355892+2238353,68.995541,+22.643143,0.060,0.060,90,9.316,8.596,8.371,0.023,0.020,0.023,AAA,211,0,2451089.9114
0.466656,69.042917,21.993333,174,043610.3+215936,J04361030+2159364,,13.02,0.06,,12.74,0.06,,12.41,0.06,,11.74,0.06,,9.01,0.18,>,1.07,,,,,,yes-faint,no,no,yes,,1,2MASS J04361030+2159364,not yso,class II,II,M8.5,,0.8,-2.4,,0.096,,69.0429,21.9933,04361030+2159364,69.042945,+21.993460,0.070,0.060,0,14.860,14.110,13.645,0.036,0.027,0.036,AAA,222,0,2451089.9183
1.206503,69.042917,22.998889,175,043610.3+225956,CFHT-2,,11.63,0.05,,11.43,0.05,,11.34,0.06,,11.32,0.06,>,10.61,,>,1.48,,>,-3.51,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 2,,star,II,M7.5,,3.0,-1.8,<,0.0024,,69.0429,22.9989,04361038+2259560,69.043281,+22.998896,0.060,0.060,0,13.754,12.762,12.169,0.025,0.022,0.019,AAA,222,0,2451089.9190
1.571055,69.079167,25.716111,176,043619.0+254258,LkCa 14,,8.52,0.05,,8.54,0.05,,8.51,0.05,,8.45,0.05,,8.24,0.1,>,0.99,,>,-0.98,,,no,no,no,no,,1,LkCa 14,yso,star,III,M0,,0.0,-0.2,<,4.5E-5,,69.0792,25.7161,04361909+2542589,69.079551,+25.716377,0.060,0.060,90,9.336,8.713,8.580,0.019,0.028,0.026,AAA,222,0,2451812.9115
1.042734,69.162083,22.969722,177,043638.9+225811,CFHT-3,,11.79,0.05,,11.69,0.05,,11.59,0.06,,11.57,0.06,>,8.55,,>,1.12,,,,,,,,no,no,,1,[MDM2001] CFHT-BD-Tau 3,,star,III,M7.75,,1.8,-1.9,<,0.0025,,69.1621,22.9697,04363893+2258119,69.162240,+22.969973,0.080,0.060,0,13.724,12.861,12.367,0.026,0.024,0.025,AAA,222,0,2451089.9208
0.882347,69.204583,24.216111,178,043649.1+241258,HD 283759,,8.32,0.05,,8.25,0.05,,8.3,0.05,,8.2,0.05,,6.64,0.05,,1.1,0.22,>,0.51,,yes,yes,yes,no,no,,1,HD 283759,yso,star,II,F2,5.5,0.4,0.4,,0.0037,b,69.2046,24.2161,04364912+2412588,69.204687,+24.216337,0.060,0.060,0,8.701,8.436,8.335,0.023,0.018,0.019,AAA,112,0,2451138.7331
0.583113,69.503333,25.9825,179,043800.8+255857,ITG 2,,9.6,0.05,,9.47,0.05,,9.37,0.05,,9.31,0.05,,9.17,0.19,>,0.96,,>,-2.05,,,no,no,no,no,,1,ITG 2,yso,star,III,M7.25,,2.3,-0.9,<,8.9E-5,,69.5033,25.9825,04380083+2558572,69.503499,+25.982563,0.240,0.120,90,11.540,10.622,10.097,0.022,0.018,0.023,AAA,222,0,2451138.7508
1.242584,69.561667,26.194167,180,043814.8+261139,J04381486+2611399,,10.8,0.05,,10.21,0.05,,9.64,0.05,,8.92,0.05,,4.98,0.04,>,0.8,,>,-1.11,,,yes,yes,yes,yes,,1,2MASS J04381486+2611399,yso,class II,I,M7.25,,3.5,-2.3,,0.75,,69.5617,26.1942,04381486+2611399,69.561920,+26.194427,0.390,0.110,90,15.176,14.128,12.981,0.049,0.046,0.030,AAA,222,0,2451138.7509
0.665735,69.565,23.040833,181,043815.6+230227,RXJ0438.2+2302,,9.69,0.05,,9.69,0.05,,9.64,0.05,,9.6,0.05,>,9.35,,>,1.08,,,,,,,,no,no,,1,RXJ0438.2+2302,,star,III,M1,,0.3,-0.7,<,7.8E-4,,69.565,23.0408,04381561+2302276,69.565071,+23.041006,0.060,0.060,0,10.623,9.931,9.769,0.023,0.022,0.021,AAA,222,0,2451136.7424
0.914255,69.58875,26.153611,182,043821.3+260913,GM Tau,,9.27,0.05,,8.77,0.05,,8.43,0.05,,7.81,0.05,,5.33,0.04,>,0.97,,>,-1.31,,,yes,yes,yes,yes,,1,GM Tau,yso,class II,II,,,,,,,c,69.5887,26.1536,04382134+2609137,69.588917,+26.153816,0.620,0.110,90,12.804,11.586,10.632,0.022,0.019,0.018,AAA,222,0,2451138.7509
1.184653,69.61875,26.180278,183,043828.5+261049,DO Tau,<,6.62,,<,6.1,,,5.26,0.05,,4.77,0.05,,1.09,0.04,,-1.37,0.22,,-3.92,0.34,yes,yes,yes,,,,1,DO Tau,,,II,M0,,4.9,0.3,,0.28,,69.6187,26.1803,04382858+2610494,69.619091,+26.180399,0.060,0.060,90,9.470,8.243,7.303,0.022,0.033,0.017,AAA,211,0,2451100.8477
1.269101,69.646667,26.177222,184,043835.2+261038,HV Tau AB,,7.65,0.05,,7.59,0.05,,7.49,0.05,,7.46,0.05,,,,>,0.72,,>,-3.65,,,,,no,no,,1,HV Tau AB,,star,III,M1,,2.5,0.1,<,0.0012,,69.6467,26.1772,04383528+2610386,69.647008,+26.177397,0.060,0.060,90,9.227,8.284,7.906,0.023,0.026,0.024,AAA,211,0,2451100.8477
1.368248,69.74375,23.609722,186,043858.5+233635,J0438586+2336352,,10.51,0.05,,,,,9.84,0.05,,,,,6.39,0.05,>,0.85,,,,,,yes,,,,,1,[SCH2006b] J0438586+2336352,,,II,M4.25,,0.0,-1.3,,0.085,,69.7437,23.6097,04385859+2336351,69.744162,+23.609766,0.090,0.060,0,11.975,11.362,11.033,0.023,0.023,0.018,AAA,222,0,2451089.9457
1.072980,69.756667,23.600556,187,043901.6+233602,J0439016+2336030,,9.76,0.05,,,,,9.18,0.05,,,,,6.28,0.05,>,2.3,,,,,,yes,,,,,1,[SCH2006b] J0439016+2336030,,,II,M6,-3.3,0.9,-1.0,,0.044,,69.7567,23.6006,04390163+2336029,69.756795,+23.600830,0.090,0.060,0,11.335,10.595,10.185,0.023,0.023,0.018,AAA,222,0,2451089.9456
0.910285,69.76625,25.740556,188,043903.9+254426,CFHT-6,,10.75,0.05,,10.45,0.05,,10.02,0.06,,9.14,0.05,,6.51,0.05,>,0.47,,>,-0.54,,,yes,yes,yes,yes,c,1,[MDM2001] CFHT-BD-Tau 6,yso,class II,II,M7.25,,1.3,-1.5,,0.12,,69.7662,25.7406,04390396+2544264,69.766500,+25.740671,0.060,0.060,90,12.646,11.841,11.368,0.022,0.021,0.020,AAA,222,0,2451100.8511
1.418162,69.77625,23.571389,189,043906.3+233417,J0439064+2334179,,10.73,0.05,,,,,10.62,0.06,,,,>,9.32,,,,,,,,,,,,,,1,[SCH2006b] J0439064+2334179,,,III,M7.5,,0.0,-1.4,<,,,69.7762,23.5714,04390637+2334179,69.776569,+23.571653,0.090,0.060,0,12.093,11.531,11.192,0.023,0.023,0.018,AAA,222,0,2451089.9456
1.530539,69.8075,25.888889,190,043913.8+255320,IRAS04361+2547 AB,,8.0,0.05,,7.08,0.05,,6.46,0.05,,4.82,0.05,<,0.45,,<,-2.3,,<,-4.73,,,,,yes,yes,,1,IRAS04361+2547,,class II,I,,,,,,,c,69.8075,25.8889,04391389+2553208,69.807887,+25.889133,0.080,0.080,90,16.438,13.017,10.721,0.120,0.041,0.027,BAA,222,1,2451100.8512
1.410231,69.82375,22.350833,191,043917.7+222103,LkCa 15,,7.61,0.05,,7.41,0.05,,7.23,0.05,,6.64,0.05,,3.11,0.04,,-0.4,0.22,,-2.47,0.22,yes,yes,yes,yes,yes,,1,LkCa 15,yso,class II,II,K5,,1.9,0.0,,0.1,,69.8237,22.3508,04391779+2221034,69.824148,+22.350967,0.110,0.060,0,9.424,8.600,8.163,0.020,0.018,0.018,AAA,211,0,2451089.9475
0.168778,69.837083,25.750556,192,043920.9+254502,GN Tau B,,6.99,0.05,,6.58,0.05,,6.21,0.05,,5.42,0.05,,2.82,0.04,,1.59,0.22,>,-2.43,,yes,yes,yes,yes,yes,,1,GN Tau,yso,class II,II,M2.5,,5.7,0.0,,0.2,,69.8371,25.7506,04392090+2545021,69.837123,+25.750586,0.060,0.060,90,10.196,8.893,8.060,0.025,0.026,0.027,AAA,221,0,2451100.8511
1.457471,69.89625,25.695556,193,043935.1+254144,IRAS04365+2535,,7.22,0.05,<,6.1,,,4.87,0.05,,4.16,0.05,<,0.45,,,-2.17,0.22,<,-3.82,,,,,,,c,1,IRAS04365+2535,,,I,,,,,,,c,69.8962,25.6956,04393519+2541447,69.896640,+25.695757,0.080,0.080,73,16.905,13.752,10.837,,0.061,0.022,UAA,022,1,2451100.8577
1.370857,69.9475,26.027778,194,043947.4+260140,CFHT-4,,9.54,0.05,,9.07,0.05,,8.6,0.05,,7.78,0.05,,4.95,0.04,>,0.91,,>,-4.76,,,yes,yes,yes,yes,,1,[MDM2001] CFHT-BD-Tau 4,yso,class II,II,M7,,4.4,-1.0,,0.14,,69.9475,26.0278,04394748+2601407,69.947849,+26.027994,0.070,0.060,90,12.168,11.008,10.332,0.023,0.021,0.018,AAA,222,0,2451100.8575
0.624057,69.982083,25.750556,196,043955.7+254502,IC2087 IRS,<,6.62,,<,6.1,,<,3.49,,<,3.52,,<,0.45,,,-2.17,0.22,>,-5.41,,,,,,,c,1,NAME IC 2087 IR,,,flat,K4,,18.0,1.3,,0.41,,69.9821,25.7506,04395574+2545020,69.982275,+25.750568,0.060,0.060,90,10.668,8.052,6.275,0.023,0.018,0.018,AAA,211,0,2451100.8577
0.649493,70.007083,25.941389,197,044001.7+255629,CFHT-17 AB,,10.15,0.05,,9.96,0.05,,9.87,0.05,,9.82,0.06,,9.1,0.18,>,0.74,,>,-2.26,,,yes,yes-faint,no,no,,1,[MDM2001] CFHT-BD-Tau 17,yso,star,III,M5.75,,8.4,-0.9,<,2.3E-4,,70.0071,25.9414,04400174+2556292,70.007271,+25.941452,0.060,0.060,90,13.220,11.641,10.763,0.025,0.021,0.020,AAA,222,0,2451100.8609
0.382708,70.033333,26.090278,198,044008.0+260525,IRAS 04370+2559,,7.96,0.05,,7.38,0.05,,6.93,0.05,,5.93,0.05,,2.43,0.04,,0.75,0.22,>,-1.78,,yes,yes,yes,yes,yes,,1,IRAS 04370+2559,yso,class II,II,<M0,,13.1,0.0,,0.15,,70.0333,26.0903,04400800+2605253,70.033342,+26.090384,0.060,0.060,90,12.406,10.248,8.869,0.023,0.029,0.018,AAA,222,0,2451100.8610
1.258833,70.165417,25.318333,199,044039.7+251906,J04403979+2519061 AB,,9.84,0.05,,9.68,0.06,,9.62,0.05,,9.57,0.05,,7.55,0.05,>,1.0,,>,-2.43,,,yes,yes-faint,no,no,,1,2MASS J04403979+2519061,yso,star,III,M5.25,,3.6,-0.9,,0.0042,,70.1654,25.3183,04403979+2519061,70.165802,+25.318367,0.060,0.060,0,11.822,10.791,10.237,0.023,0.026,0.019,AAA,222,0,2451100.8677
0.211027,70.20625,25.855278,200,044049.5+255119,JH223,,8.9,0.05,,8.6,0.05,,8.24,0.05,,7.74,0.05,,5.13,0.04,,2.2,0.22,>,0.93,,yes,yes,yes,yes,yes,,1,JH223,yso,class II,II,M2,,1.5,-0.6,,0.08,,70.2062,25.8553,04404950+2551191,70.206284,+25.855328,0.060,0.060,90,10.750,9.919,9.492,0.023,0.028,0.022,AAA,222,0,2451100.8673
0.600221,70.2675,25.965556,201,044104.2+255756,Haro 6-32,,9.66,0.05,,9.56,0.06,,9.49,0.05,,9.46,0.06,,9.59,0.33,>,0.7,,>,-0.83,,,no,no,no,no,,1,Haro 6-32,star,star,III,M5,,0.6,-0.9,<,2.9E-5,,70.2675,25.9656,04410424+2557561,70.267682,+25.965588,0.060,0.060,90,10.947,10.262,9.952,0.021,0.020,0.018,AAA,222,0,2451100.8706
0.266926,70.269583,24.851667,202,044104.7+245106,IW Tau AB,,8.13,0.05,,8.15,0.05,,8.08,0.05,,8.03,0.05,,7.97,0.07,>,1.08,,,,,,no,no,no,no,,1,IW Tau,star,star,III,K7,,1.1,0.0,<,4.0E-5,,70.2696,24.8517,04410470+2451062,70.269618,+24.851734,0.070,0.060,90,9.244,8.479,8.275,0.022,0.020,0.026,AAA,211,0,2451100.8698
0.963790,70.284167,25.935278,203,044108.2+255607,ITG 33 A,,9.68,0.05,,9.05,0.05,,8.49,0.05,,7.73,0.05,,4.6,0.04,>,0.67,,>,0.73,,,yes,yes,yes,yes,,1,ITG 33 A,yso,class II,flat,M3,,8.3,-1.1,,0.33,,70.2842,25.9353,04410826+2556074,70.284426,+25.935410,0.060,0.060,90,13.735,12.146,11.087,0.027,0.021,0.020,AAA,222,0,2451100.8706
1.315657,70.294583,25.919722,204,044110.7+255511,ITG 34,,10.78,0.05,,10.35,0.05,,9.92,0.06,,9.22,0.05,,6.48,0.05,>,0.74,,>,-1.25,,,yes,yes,yes,yes,,1,ITG 34,yso,class II,II,M5.5,,4.0,-1.4,,0.1,,70.2946,25.9197,04411078+2555116,70.294936,+25.919903,0.060,0.060,90,13.193,12.120,11.445,0.025,0.023,0.020,AAA,222,0,2451100.8706
