angDist,_RAJ2000,_DEJ2000,Seq,RAJ2000,DEJ2000,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],AKs,alpha,Cl,2M,Simbad,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
0.285539,85.65425,-9.99375,45,05 42 37.02,-09 59 37.5,12.56,0.02,11.54,0.02,10.83,0.02,9.59,0.01,9.1,0.01,8.68,0.01,8.03,0.01,5.32,0.01,0.11,-1.06,D,2M,Simbad,85.65422273861,-9.99382463446,0.0091509,0.0073946,118.08,3011905984518524544,85.65422979731,0.4043,-9.99384643667,0.3943,1.1472,0.5857,1.9586,5.149,1.564,0.544,-4.905,0.476,371,140.6329,55353.48,4.827,1.546e+03,95,1.2196,0.1082,21,9.449,0,4.64422e+03,7.70455e+01,16.520084,8.28368e+02,4.83938e+01,18.042984,8.64622e+03,14.905829,2.040,3.137155,,,0,,,96000856542557805,,26370361,401011023,0.018221,0.063491,0.041126,16.494493,0.017807,4.75499e+03,0.539,8.7921,7.8178,-0.1756
0.327668,85.6493333,-9.9819444,47,05 42 35.84,-09 58 55.0,9.97,0.02,8.96,0.02,8.23,0.05,7.47,0.01,7.14,0.01,6.85,0.01,6.34,0.01,3.34,0.01,0.09,-1.55,D,2M,Simbad,85.64931190647,-9.98203294657,0.0009047,0.0007770,138.45,3011906053237698432,85.64931449030,0.0411,-9.98203963931,0.0411,2.3818,0.0629,37.8666,1.611,0.573,0.052,-1.506,0.052,367,66.3782,6885.15,0.474,2.349e+02,31,,,20,4.299,0,1.12057e+05,2.85904e+02,13.063768,2.57484e+04,4.02417e+02,14.311667,1.33351e+05,11.935409,1.420,2.376259,,,0,,,96020856493311983,,26370362,401011022,0.003907,0.017197,0.011568,13.063768,0.003907,1.12057e+05,0.031,0.8356,0.8509,-0.1499
0.412943,85.6775833,-9.9775278,48,05 42 42.62,-09 58 39.1,14.67,0.04,13.88,0.03,13.48,0.04,13.16,0.01,13.0,0.01,12.75,0.03,12.2,0.03,9.41,0.16,0.04,-1.72,D,2M,Simbad,85.67761262911,-9.97763880979,0.0028666,0.0025511,108.11,3011906117660968320,85.67761607705,0.1372,-9.97764709952,0.1351,2.1221,0.1946,10.9022,2.016,0.764,0.174,-1.865,0.157,365,0.6017,475.06,0.682,3.170e+00,95,1.1567,0.0366,21,1.022,0,7.44191e+02,1.42056e+00,18.508156,4.88591e+01,5.76844e+00,21.116179,1.18828e+03,17.060602,1.662,4.055576,,,0,,,96020856776227235,,26370363,,0.003448,0.128215,0.009937,18.482565,0.003419,7.61940e+02,0.035,2.8377,2.5832,-0.0689
0.296839,85.5433333,-9.9771944,49,05 42 10.40,-09 58 37.9,13.0,0.02,11.71,0.02,11.05,0.02,10.23,0.01,9.75,0.01,9.16,0.01,8.27,0.01,4.87,0.01,0.5,-0.57,D,2M,Simbad,85.54330207834,-9.97727090712,0.0014995,0.0014267,91.23,3011906770496177664,85.54330456389,0.0731,-9.97727599360,0.0688,2.0566,0.1069,19.2305,1.270,0.551,0.093,-1.144,0.087,345,2.4636,465.45,0.384,3.555e+00,31,,,22,1.095,0,2.28156e+03,9.62444e+00,17.291788,3.14203e+02,1.24250e+01,19.095514,3.47920e+03,15.894197,1.663,3.201318,,,0,,,96020855433147675,,26370340,,0.005345,0.043025,0.013235,17.291788,0.005345,2.28156e+03,0.152,1.4995,1.4268,-0.0021
0.232529,85.7398333,-9.9733333,50,05 42 57.56,-09 58 24.0,14.97,0.05,14.2,0.05,13.79,0.05,13.24,0.01,12.9,0.01,12.55,0.02,11.79,0.03,9.18,0.15,0.01,-1.19,D,2M,Simbad,85.73983780844,-9.97339773869,0.0042766,0.0036318,81.58,3011895706660647040,85.73983854108,0.2096,-9.97340329313,0.1910,2.2097,0.2717,8.1327,1.260,0.162,0.261,-1.250,0.221,379,2.8951,514.97,1.158,4.561e+00,95,1.2201,0.0557,22,1.107,0,4.39180e+02,1.19018e+00,19.080760,4.45060e+01,5.17022e+00,21.217495,7.22679e+02,17.600530,1.747,3.616964,,,0,,,96030857398372352,,26370372,,0.004031,0.126160,0.010608,19.055169,0.003981,4.49655e+02,0.177,4.2638,3.6468,0.0475
0.386182,85.631875,-9.9614167,51,05 42 31.65,-09 57 41.1,12.85,0.03,11.7,0.03,11.13,0.02,10.28,0.01,9.86,0.01,9.44,0.01,8.94,0.01,6.33,0.02,0.39,-1.29,D,2M,Simbad,85.63187502034,-9.96152397282,0.0131101,0.0125505,131.79,3011906328115691520,85.63188081525,0.6174,-9.96150015309,0.6199,-3.0098,0.9582,-3.1410,5.511,1.284,0.796,5.359,0.779,343,169.5062,61273.11,7.159,1.883e+03,31,,,20,12.360,0,2.77086e+03,1.60934e+01,17.080832,4.07089e+02,2.87562e+01,18.814320,4.75035e+03,15.556082,1.861,3.258238,,,0,,,96040856318886601,,26370347,401011020,0.006882,0.076746,0.019027,17.080832,0.006882,2.77086e+03,0.342,12.8646,12.8020,-0.0433
0.389219,85.7155833,-9.9613056,52,05 42 51.74,-09 57 40.7,13.55,0.03,12.07,0.02,11.51,0.02,10.85,0.01,10.67,0.01,10.64,0.01,10.37,0.01,5.43,0.02,0.8,-2.31,D,2M,Simbad,85.71561757830,-9.96140830976,0.0034918,0.0028891,83.37,3011895878459343616,85.71561935544,0.1657,-9.96141498333,0.1541,2.1683,0.2046,10.5976,1.552,0.394,0.213,-1.502,0.175,376,1.1965,528.56,0.897,4.806e+00,95,1.1183,0.0420,20,1.043,0,6.41003e+02,5.54839e+00,18.670216,5.31911e+01,6.71749e+00,21.023945,1.14450e+03,17.101355,1.868,3.922590,,,0,,,96040857156266712,,26370375,,0.009793,0.137146,0.025895,18.644625,0.009584,6.56291e+02,0.258,3.4845,2.8979,0.0437
0.579826,85.73675,-9.9601111,53,05 42 56.82,-09 57 36.4,15.31,0.05,13.8,0.03,12.99,0.03,12.23,0.01,11.94,0.01,11.61,0.01,11.21,0.01,8.51,0.07,0.67,-1.66,D,2M,Simbad,85.73686707450,-9.96022354916,0.0313548,0.0118821,144.25,3011895912819264384,85.73686707450,20.7028,-9.96022354916,26.3761,,,,,,,,,40,4.2002,82.03,14.300,6.189e+00,3,,,3,,0,6.31098e+01,2.01993e+00,21.187124,1.71627e+01,4.64255e+00,22.252075,1.50866e+02,19.301416,2.662,2.950659,,,0,,,,,,,0.034860,0.293707,0.249273,21.187124,0.034860,6.31098e+01,1.189,20.7028,26.3761,-0.7311
0.189310,85.5119167,-9.9533611,54,05 42 02.86,-09 57 12.1,14.71,0.04,13.35,0.04,12.68,0.04,11.92,0.01,11.46,0.01,10.87,0.01,10.11,0.01,7.67,0.04,0.58,-0.73,D,2M,Simbad,85.51194063347,-9.95340810652,0.0066064,0.0056876,79.01,3011909867168961408,85.51194405027,0.2983,-9.95341532672,0.2800,2.4043,0.3799,6.3296,1.792,0.757,0.404,-1.625,0.347,324,0.6465,396.67,0.844,1.098e+00,95,1.0735,0.0790,20,1.025,0,2.72050e+02,1.39494e+00,19.600746,3.94880e+01,7.23567e+00,21.347380,4.80976e+02,18.042587,1.913,3.304792,,,0,,,96050855119566292,,26367690,,0.006212,0.198967,0.025549,19.575155,0.006096,2.78538e+02,0.387,6.5752,5.7235,0.0562
0.372335,85.5587917,-9.9389167,55,05 42 14.11,-09 56 20.1,11.24,0.04,10.17,0.05,9.39,0.04,8.55,0.01,8.08,0.01,,,,,3.25,0.01,0.13,,D,2M,Simbad,85.55883123809,-9.93901251395,0.0004011,0.0003664,83.93,3011907015310374528,85.55883394172,0.0196,-9.93901792216,0.0193,2.2493,0.0305,73.8590,1.356,0.599,0.025,-1.217,0.022,340,6.7071,520.02,0.115,5.108e+00,31,,,21,1.269,0,3.15533e+04,4.45896e+01,14.439754,7.73950e+03,3.96981e+01,15.616759,3.66031e+04,13.339101,1.405,2.277659,,,0,,,96070855588353584,,26370673,401011013,0.003154,0.006229,0.006186,14.439754,0.003154,3.15533e+04,0.031,0.4007,0.3668,0.0190
0.175209,85.5590833,-9.9368889,56,05 42 14.18,-09 56 12.8,,,,,12.34,0.15,10.78,0.01,10.06,0.01,9.34,0.01,8.56,0.01,5.42,0.02,,-0.27,D,2M,Simbad,85.55909605509,-9.93693591968,0.0062432,0.0047682,74.64,3011907011014752000,85.55909681905,0.2882,-9.93694152442,0.2902,2.2448,0.4735,4.7411,1.272,0.169,0.379,-1.261,0.298,297,2.2255,392.64,1.388,3.655e+00,95,1.1921,0.0799,20,1.092,0,2.72265e+02,8.44606e+00,19.599888,3.82870e+01,4.35800e+00,21.380913,4.71688e+02,18.063759,1.873,3.317154,,,0,,,96070855591136049,,,,0.033794,0.123615,0.109653,19.574297,0.033012,2.78758e+02,0.346,6.1512,4.8863,0.1380
0.381761,85.674,-9.9356389,57,05 42 41.76,-09 56 08.3,16.03,0.08,15.5,0.1,14.83,0.13,14.12,0.01,13.73,0.01,13.36,0.05,13.0,0.04,,,0.0,-1.55,D,2M,Simbad,85.67402754811,-9.93574141438,0.0192943,0.0191055,44.40,3011907904367952768,85.67402430447,0.8708,-9.93575449888,0.8368,2.5094,1.2214,2.0545,3.031,-0.719,1.180,-2.944,1.169,208,2.9752,285.20,3.434,4.171e+00,95,0.9987,0.2462,14,1.150,0,1.11244e+02,1.01126e+00,20.571678,2.82555e+01,8.87954e+00,21.710783,2.14480e+02,18.919430,2.182,2.791353,,,0,,,96070856740247503,,26370706,,0.010247,0.341213,0.043429,20.549160,0.010052,1.13575e+02,0.732,19.1982,19.2021,0.0098
0.142712,85.6634167,-9.92575,59,05 42 39.22,-09 55 32.7,12.57,0.03,11.26,0.02,10.52,0.02,9.48,0.01,9.06,0.01,8.65,0.01,7.86,0.01,4.57,0.01,0.46,-0.98,D,2M,Simbad,85.66341947871,-9.92578954770,0.0009334,0.0008082,88.54,3011907977383041920,85.66342257278,0.0470,-9.92579655455,0.0425,2.1191,0.0620,34.1602,1.719,0.686,0.057,-1.577,0.049,352,0.4985,407.91,0.094,4.924e-01,31,,,22,1.018,0,4.35871e+03,2.44285e+01,16.588972,5.59488e+02,1.51527e+01,18.469065,6.13953e+03,15.277558,1.537,3.191506,,,0,,,96080856634339453,,26370703,401011024,0.006680,0.029537,0.017241,16.588972,0.006680,4.35871e+03,0.028,0.9333,0.8083,0.0074
0.293577,85.6385417,-9.9090833,61,05 42 33.25,-09 54 32.7,12.98,0.02,11.91,0.02,11.46,0.02,10.83,0.01,10.51,0.01,10.1,0.01,9.62,0.01,7.5,0.04,0.38,-1.43,D,2M,Simbad,85.63852900063,-9.90916388384,0.0029880,0.0025768,109.12,3011908767657025024,85.63852926583,0.1439,-9.90916506814,0.1306,1.3110,0.2016,6.5024,0.273,0.059,0.182,-0.266,0.160,363,10.3672,2893.45,1.491,8.648e+01,95,1.0134,0.0367,22,1.411,0,2.91610e+03,6.31689e+00,17.025360,2.69944e+02,6.51845e+00,19.260359,4.81750e+03,15.540840,1.745,3.719519,,,0,,,96100856385379407,,26370684,,0.003623,0.026366,0.005496,16.999769,0.003587,2.98565e+03,0.161,2.9467,2.6240,-0.0916
0.389369,85.6935833,-9.9005556,62,05 42 46.46,-09 54 02.0,14.84,0.04,13.03,0.02,12.22,0.02,11.35,0.01,10.96,0.01,10.41,0.01,9.69,0.01,6.2,0.02,1.06,-0.9,D,2M,Simbad,85.69362494359,-9.90065567613,0.0150894,0.0126455,94.86,3011908110526383488,85.69362158649,0.6620,-9.90066826305,0.6718,3.4272,0.8998,3.8087,2.928,-0.744,0.927,-2.832,0.765,259,1.2975,306.80,2.328,1.665e+00,95,0.9246,0.1809,18,1.057,0,1.17691e+02,9.91169e-01,20.510513,4.61698e+01,1.04084e+01,21.177647,2.16619e+02,18.908657,2.233,2.268990,,,0,,,96110856936209606,,26370714,,0.009550,0.244780,0.039290,20.496953,0.009441,1.19170e+02,0.860,15.0732,12.6648,-0.0300
0.145124,85.4887917,-9.8996111,63,05 41 57.31,-09 53 58.6,11.89,0.02,11.02,0.02,10.6,0.02,10.19,0.01,9.94,0.01,9.58,0.01,9.18,0.01,6.9,0.02,0.15,-1.66,D,2M,Simbad,85.48881147098,-9.89964639510,0.0113754,0.0095100,119.73,3011911104119183360,85.48881823265,0.5534,-9.89966627337,0.5399,6.3024,0.8108,7.7735,4.717,1.499,0.675,-4.473,0.607,363,302.0623,222330.22,6.466,8.621e+03,31,,,20,24.891,0,1.68679e+04,1.79126e+02,15.119717,3.95756e+03,9.39763e+01,16.344975,2.32017e+04,13.834094,1.610,2.510881,,,0,,,96120854888150805,,26367930,401011007,0.011854,0.025932,0.015608,15.119717,0.011854,1.68679e+04,0.202,10.9462,10.0011,-0.1532
0.175611,85.5917917,-9.8901389,64,05 42 22.03,-09 53 24.5,14.01,0.03,12.84,0.02,12.11,0.02,11.35,0.01,10.85,0.01,10.37,0.01,9.77,0.01,7.34,0.03,0.28,-1.02,D,2M,Simbad,85.59180933996,-9.89018448053,0.0048915,0.0042374,85.84,3011910520003683712,85.59181117359,0.2379,-9.89018829852,0.2287,1.1452,0.3311,3.4585,0.950,0.406,0.300,-0.859,0.257,313,9.1763,740.10,1.684,1.254e+01,95,1.1605,0.0626,19,1.391,0,5.83186e+02,5.62820e+00,18.772850,5.85081e+01,5.93545e+00,20.920502,1.26360e+03,16.993868,2.267,3.926634,,,0,,,96130855918112152,,26370683,,0.010834,0.110180,0.027167,18.747259,0.010599,5.97095e+02,0.657,4.8883,4.2411,0.0208
0.086780,85.6280417,-9.8841944,65,05 42 30.73,-09 53 03.1,13.36,0.05,11.97,0.05,11.15,0.03,9.73,0.01,9.24,0.01,8.81,0.01,8.3,0.01,6.12,0.02,0.49,-1.2,D,2M,Simbad,85.62805255841,-9.88417279794,0.0009361,0.0008246,89.04,3011909076894669312,85.62805647973,0.0455,-9.88417912039,0.0430,2.2131,0.0626,35.3485,1.667,0.869,0.057,-1.423,0.050,332,0.7911,365.53,0.068,2.474e-01,31,,,22,1.030,0,4.37809e+03,4.23149e+01,16.584154,8.00346e+02,3.63077e+01,18.080347,6.16101e+03,15.273767,1.590,2.806581,,,0,,,96130856280659405,,,401011018,0.010849,0.049333,0.029959,16.584154,0.010849,4.37809e+03,0.138,0.9361,0.8247,0.0043
0.438748,85.763125,-9.8700278,66,05 43 03.15,-09 52 12.1,12.85,0.03,11.84,0.03,11.38,0.03,10.63,0.01,10.22,0.01,9.65,0.01,9.03,0.01,6.92,0.02,0.29,-0.96,D,2M,Simbad,85.76323118254,-9.87009032953,0.0062573,0.0054223,78.18,3011914471373583616,85.76323019891,0.2930,-9.87008316578,0.2859,3.3883,0.4443,7.6259,1.627,-0.218,0.387,1.612,0.333,389,99.8090,18241.40,3.536,4.642e+02,31,,,23,6.271,0,2.90478e+03,1.35031e+01,17.029583,3.29087e+02,8.55117e+00,19.045265,5.51761e+03,15.393518,2.013,3.651748,,,0,,,96150857632126292,,26370831,401011034,0.005750,0.028350,0.008894,17.029583,0.005750,2.90478e+03,0.438,6.2245,5.4599,0.0576
0.755054,85.763125,-9.8700278,66,05 43 03.15,-09 52 12.1,12.85,0.03,11.84,0.03,11.38,0.03,10.63,0.01,10.22,0.01,9.65,0.01,9.03,0.01,6.92,0.02,0.29,-0.96,D,2M,Simbad,85.76303974604,-9.87021998480,0.0014730,0.0001923,140.06,3011914471372477696,85.76303974604,0.9570,-9.87021998480,1.1361,,,,,,,,,149,9.9755,387.01,1.419,1.101e+01,3,,,10,,0,9.22991e+02,3.07256e+00,18.274374,,,,,,,,,,0,,,,,,,0.004545,,,18.274374,0.004545,9.22991e+02,,0.9570,1.1361,-0.9655
0.285714,85.7668333,-9.8668889,67,05 43 04.04,-09 52 00.8,15.88,0.06,14.93,0.07,14.52,0.08,13.72,0.01,13.34,0.01,12.95,0.03,12.29,0.03,,,0.25,-1.2,D,2M,Simbad,85.76689553769,-9.86693928883,0.0145919,0.0129279,83.21,3011914467077993472,85.76689613621,0.6706,-9.86694894630,0.6037,0.3399,0.9766,0.3481,2.177,0.133,0.899,-2.173,0.792,298,4.2788,436.83,2.461,1.635e+00,95,1.2710,0.1832,21,1.181,0,1.12482e+02,8.56951e-01,20.559664,3.92647e+01,5.86835e+00,21.353537,1.99862e+02,18.996073,2.126,2.357464,,,0,,,96160857669150100,,26370832,,0.008719,0.162294,0.042740,20.544525,0.008610,1.14061e+02,0.740,14.5700,12.9526,0.0285
0.091859,85.7503333,-9.8526389,68,05 43 00.08,-09 51 09.5,14.35,0.03,13.13,0.03,12.46,0.03,11.44,0.01,11.05,0.01,10.62,0.01,10.04,0.01,6.26,0.02,0.41,-1.23,D,2M,Simbad,85.75031674368,-9.85265852140,0.0038320,0.0034001,62.64,3011914540093059968,85.75031700090,0.1949,-9.85266364978,0.1920,1.8512,0.2849,6.4974,1.155,0.057,0.232,-1.154,0.213,350,1.5635,452.23,0.917,2.578e+00,95,1.1777,0.0562,21,1.059,0,4.35026e+02,1.32198e+00,19.091078,4.88918e+01,7.69881e+00,21.115454,7.62284e+02,17.542604,1.865,3.572849,,,0,,,96170857503447211,,26370734,,0.004299,0.170990,0.015032,19.065487,0.004240,4.45401e+02,0.301,3.7449,3.4958,0.0974
0.383142,85.7376667,-9.8474167,70,05 42 57.04,-09 50 50.7,13.52,0.03,12.06,0.03,11.16,0.02,9.99,0.01,9.6,0.01,9.19,0.01,8.38,0.02,4.41,0.01,0.54,-1.0,D,2M,Simbad,85.73774324026,-9.84749179946,0.0020297,0.0018536,70.03,3011915291711598464,85.73774441696,0.1016,-9.84749542985,0.0961,2.0182,0.1456,13.8646,0.857,0.261,0.124,-0.817,0.114,359,2.7088,583.84,0.669,6.928e+00,95,1.1681,0.0287,23,1.103,1,1.29875e+03,2.57975e+01,17.903557,1.30059e+02,1.50724e+01,20.053188,2.20026e+03,16.391708,1.794,3.661480,,,0,,,96180857377343390,,26370735,401011031,0.021742,0.125856,0.064762,17.877966,0.021243,1.32972e+03,0.219,2.0100,1.8750,0.0583
0.330322,85.70375,-9.8366667,71,05 42 48.90,-09 50 12.0,10.78,0.03,9.59,0.03,8.73,0.02,7.76,0.01,7.27,0.01,6.83,0.01,6.29,0.01,4.24,0.01,0.23,-1.15,D,2M,Simbad,85.70379574887,-9.83674662067,0.0002783,0.0002329,91.95,3011909695369951616,85.70379623387,0.0129,-9.83675080180,0.0118,2.2460,0.0173,129.6626,0.947,0.108,0.017,-0.941,0.014,402,3.6453,475.81,0.013,9.536e-02,31,,,23,1.131,0,4.63851e+04,1.03564e+02,14.021420,9.28667e+03,8.25045e+01,15.418892,5.64303e+04,12.869114,1.417,2.549778,,,0,,,96190857037976312,,26370733,401011028,0.003670,0.010041,0.007544,14.021420,0.003670,4.63851e+04,0.003,0.2782,0.2329,-0.0122
0.297243,85.491625,-9.8308333,72,05 41 57.99,-09 49 51.0,12.33,0.02,11.49,0.02,11.23,0.02,11.08,0.01,11.03,0.01,10.89,0.01,11.0,0.01,7.42,0.04,0.2,-2.71,D,2M,Simbad,85.49167722419,-9.83089787201,0.0013424,0.0010581,118.42,3012099601644059264,85.49167866462,0.0622,-9.83090596769,0.0574,2.2833,0.0907,25.1826,1.849,0.319,0.079,-1.822,0.069,371,37.4157,2663.13,0.665,7.794e+01,31,,,21,2.663,0,1.28745e+04,2.45987e+01,15.413043,2.43208e+03,1.44453e+01,16.873596,1.67848e+04,14.185603,1.493,2.687993,,,0,,,96200854916653317,,26368010,401011008,0.003449,0.007026,0.004476,15.413043,0.003449,1.28745e+04,0.058,1.2835,1.1288,-0.1972
0.187960,85.5891667,-9.8289167,73,05 42 21.40,-09 49 44.1,15.05,0.03,13.06,0.02,11.71,0.02,10.44,0.01,9.75,0.01,9.29,0.01,8.67,0.01,5.55,0.01,0.88,-0.84,D,2M,Simbad,85.58915356681,-9.82896728204,0.0013438,0.0009293,87.51,3011913230127408000,85.58915356681,1.3431,-9.82896728204,0.9302,,,,,,,,,98,1.3273,111.55,0.000,0.000e+00,3,,,8,,0,9.82860e+01,2.67950e+00,20.706139,3.28302e+01,1.54199e+01,21.547860,1.19329e+02,19.556030,1.548,1.991829,,,0,,,96200855891475614,,26370749,,0.029728,0.509964,0.168058,20.706139,0.029728,9.82860e+01,0.214,1.3431,0.9302,0.0327
0.275698,85.6920417,-9.8284722,74,05 42 46.09,-09 49 42.5,16.35,0.1,14.74,0.05,13.68,0.05,12.32,0.01,11.86,0.01,11.42,0.01,10.86,0.01,7.39,0.03,0.6,-1.16,D,2M,Simbad,85.69209729135,-9.82852572153,0.0170047,0.0110217,72.87,3011909759793834752,85.69209818757,0.6801,-9.82853200980,0.6020,0.6585,0.8882,0.7413,1.429,0.199,1.033,-1.415,0.708,279,0.2165,323.08,1.312,5.465e-01,95,1.0656,0.1690,19,1.008,0,1.07031e+02,1.15393e+00,20.613596,2.51065e+01,4.98326e+00,21.839077,2.00257e+02,18.993927,2.106,2.845150,,,0,,,96200856921046168,,,,0.012026,0.215520,0.060838,20.590246,0.011783,1.09357e+02,0.648,16.5714,11.6630,0.2442
0.324701,85.69875,-9.7894444,78,05 42 47.70,-09 47 22.0,10.82,0.03,9.81,0.03,9.23,0.03,8.87,0.01,8.75,0.01,8.19,0.09,,,4.38,0.02,0.2,,D,2M,Simbad,85.69873245894,-9.78953292297,0.0009605,0.0007598,74.12,3011918697621401088,85.69873416129,0.0446,-9.78953736710,0.0394,2.4605,0.0581,42.3458,1.069,0.377,0.059,-1.000,0.047,400,30.2481,2712.24,0.468,6.501e+01,31,,,23,2.250,0,2.21162e+04,1.07697e+01,14.825591,2.74776e+03,1.34238e+01,16.741095,3.13835e+04,13.506142,1.543,3.234953,,,0,,,96250856986642929,,26370775,402011032,0.002806,0.005993,0.003897,14.825591,0.002806,2.21162e+04,0.028,0.9469,0.7766,0.1235
0.170242,85.4099167,-9.7779167,80,05 41 38.38,-09 46 40.5,15.03,0.05,13.47,0.03,12.33,0.03,11.09,0.01,10.44,0.01,9.87,0.01,9.35,0.01,7.03,0.03,0.5,-0.84,D,2M,Simbad,85.40993760612,-9.77795926574,0.0034351,0.0021706,122.06,3012100941673855872,85.40993876395,0.1429,-9.77796648106,0.1262,2.1719,0.1839,11.8095,1.644,0.257,0.192,-1.623,0.158,324,1.7514,405.86,0.596,2.628e+00,95,1.2627,0.0375,18,1.069,0,7.21220e+02,1.78284e+01,18.542198,1.49545e+02,1.19995e+01,19.901613,1.13808e+03,17.107460,1.785,2.794153,,,0,,,96260854099506839,,26367975,,0.026980,0.087164,0.078228,18.519636,0.026431,7.36363e+02,0.335,3.1310,2.5901,-0.3932
0.063908,85.624375,-9.7775556,81,05 42 29.85,-09 46 39.2,14.27,0.03,12.81,0.02,12.12,0.02,11.36,0.01,10.96,0.01,10.41,0.01,9.43,0.01,5.58,0.01,0.7,-0.6,D,2M,Simbad,85.62435828477,-9.77756221810,0.0060249,0.0056043,114.17,3011913887256685696,85.62435913003,0.3080,-9.77756959174,0.2978,2.0326,0.4244,4.7897,1.670,0.187,0.367,-1.659,0.346,368,3.4640,545.60,1.904,4.721e+00,95,1.0782,0.0881,22,1.131,0,2.49894e+02,1.09960e+00,19.692976,3.14631e+01,5.58296e+00,21.594036,4.54754e+02,18.103455,1.946,3.490582,,,0,,,96260856243117342,,26370764,,0.005515,0.192678,0.021105,19.667385,0.005419,2.55854e+02,0.394,5.9565,5.6770,-0.0540
0.253871,85.81275,-9.7729444,84,05 43 15.06,-09 46 22.6,12.92,0.03,11.97,0.03,11.46,0.03,10.67,0.01,,,10.16,0.01,,,6.5,0.02,0.16,,D,2M,Simbad,85.81269896509,-9.77299383173,0.0005698,0.0005305,69.81,3011916086281273856,85.81270257074,0.0290,-9.77299883560,0.0288,2.2854,0.0410,55.6773,1.381,0.799,0.035,-1.126,0.033,377,-0.0231,385.25,0.000,0.000e+00,31,,,21,0.998,0,7.94895e+03,3.35040e+01,15.936592,1.70362e+03,4.61818e+01,17.260113,9.76379e+03,14.773849,1.443,2.486264,,,0,,,96270858126872807,,26371002,402011046,0.005342,0.029564,0.012357,15.936592,0.005342,7.94895e+03,0.038,0.5653,0.5353,0.0463
0.376566,85.7005833,-9.77125,85,05 42 48.14,-09 46 16.5,14.99,0.03,13.43,0.02,12.57,0.03,11.87,0.01,11.59,0.01,11.33,0.01,10.96,0.03,5.91,0.02,0.69,-1.79,D,2M,Simbad,85.70061440072,-9.77135001043,0.0162981,0.0123719,64.19,3011919002563462016,85.70061648349,0.8155,-9.77134488352,0.7585,1.8021,0.8255,2.1830,1.243,0.462,0.944,1.154,0.787,277,0.8950,353.74,2.325,2.564e+00,95,1.0414,0.1659,18,1.037,0,1.18013e+02,1.59836e+00,20.507545,3.66519e+01,5.55497e+00,21.428300,2.20227e+02,18.890718,2.177,2.537582,,,0,,,96270857006104785,,26370790,,0.014961,0.164578,0.065034,20.489237,0.014720,1.20020e+02,0.765,15.6298,13.2060,0.2137
0.224596,85.7149583,-9.76425,87,05 42 51.59,-09 45 51.3,14.94,0.04,13.53,0.03,12.84,0.03,11.94,0.01,11.36,0.01,10.65,0.01,9.75,0.01,7.11,0.03,0.63,-0.3,D,2M,Simbad,85.71499868942,-9.76429804015,0.0086107,0.0067264,64.00,3011919036923123712,85.71499650030,0.4144,-9.76430104081,0.3900,2.7371,0.5516,4.9620,0.832,-0.485,0.510,-0.675,0.433,342,3.5756,501.45,1.818,3.387e+00,95,0.8924,0.1100,22,1.140,0,1.74129e+02,8.17677e-01,20.085190,2.50077e+01,4.78955e+00,21.843359,3.04571e+02,18.538675,1.893,3.304684,,,0,,,96280857149813255,,26370792,,0.005795,0.207963,0.032469,20.059599,0.005691,1.78282e+02,0.367,8.2819,7.1274,0.1929
0.306268,85.7184167,-9.7610278,88,05 42 52.42,-09 45 39.7,13.13,0.03,11.61,0.03,10.93,0.02,10.27,0.01,9.91,0.01,9.45,0.01,8.93,0.01,6.42,0.02,0.78,-1.27,D,2M,Simbad,85.71847602234,-9.76108960353,0.0030099,0.0022930,65.86,3011919414880219648,85.71847816623,0.1385,-9.76109522851,0.1276,2.0928,0.1817,11.5147,1.352,0.475,0.179,-1.266,0.148,382,11.1208,1019.77,1.169,1.706e+01,31,,,23,1.430,0,1.22012e+03,4.74500e+00,17.971363,6.85611e+01,5.87791e+00,20.748348,2.05981e+03,16.463330,1.744,4.285019,,,0,,,96280857184857092,,26370793,,0.005042,0.093125,0.013152,17.971363,0.005042,1.22012e+03,0.085,2.9024,2.4276,0.2013
